no,income
26818,0
14954,0
22196,0
24207,0
22756,0
15192,0
27347,0
20326,1
13214,0
1109,0
12907,0
19405,0
22091,0
2464,0
22190,0
2114,0
10427,1
9680,0
25471,1
24606,0
18453,0
19141,1
22325,0
6802,0
3697,1
5132,0
14102,1
24788,1
16039,1
15969,0
12342,0
19655,1
22554,1
14264,0
26931,0
11287,0
5716,0
15073,0
22664,0
10816,0
16544,0
3504,1
26530,0
9428,0
14844,1
27065,0
24258,0
7058,0
7329,1
10038,0
19047,1
9758,0
19816,0
28287,0
9228,0
19273,0
21374,0
23885,1
3810,1
26163,1
19812,0
9795,0
26521,0
17024,0
7931,0
1573,1
25655,0
15381,0
17870,1
15760,0
23113,0
24887,0
11081,1
26812,1
20054,0
11840,0
22193,1
24742,0
26569,0
6049,0
26014,0
3411,0
29220,0
5750,1
26846,1
22585,0
18255,0
7023,0
3723,1
26101,1
20064,0
20948,0
20803,0
23639,0
14038,0
12479,1
21304,0
23144,0
13134,0
5579,0
18305,0
25577,1
20001,0
8754,0
11439,0
15460,0
23494,0
20222,0
1996,0
26056,0
12273,0
5524,0
13056,0
28719,1
9469,0
20399,0
7888,0
13589,0
2377,0
3525,0
3488,1
3828,0
12983,1
2879,0
4076,0
7466,0
16422,0
28669,0
16862,1
3914,1
20802,0
9205,1
21150,0
9021,0
22105,0
26031,1
5284,0
15598,0
2265,0
6447,0
18275,1
18692,0
17643,1
4002,0
12713,0
1959,0
18805,1
18827,0
14801,0
27465,0
22717,0
25296,0
5664,0
2839,0
3895,1
10004,0
9077,0
18693,0
16442,1
16774,0
10570,1
27688,1
27079,1
24340,0
19978,0
268,0
10891,0
3113,0
17240,0
6527,0
2501,0
28330,0
13917,1
28480,1
11658,0
22215,0
28421,0
19195,0
16345,0
3481,0
5850,1
25896,0
17927,0
20265,0
28016,1
28233,0
26678,0
27695,0
5153,1
15183,0
19473,0
28818,0
16249,0
23309,0
4219,0
1600,0
17484,0
5873,0
7154,0
19087,0
9539,0
14517,0
7236,0
9082,0
5834,1
12517,1
11436,0
29301,0
20995,0
22041,0
21284,0
12830,1
4070,0
6586,0
14979,0
7303,0
23319,1
24906,0
3756,0
15285,0
27746,1
23106,0
38,0
22490,0
25034,0
16907,0
17270,1
8675,0
25862,0
5624,0
7511,0
12884,0
26820,0
6872,0
21492,0
24941,0
14128,0
1260,0
22517,0
8270,1
18101,0
25390,1
13025,0
28829,0
8371,0
23686,1
15698,0
26528,0
16279,1
20116,0
11387,1
15738,1
13964,0
22678,0
7718,0
5134,0
6119,0
11274,0
675,0
26683,0
29247,0
22177,0
9517,1
4976,0
18277,0
22783,1
11919,0
26029,0
2562,1
11757,0
23535,0
18727,0
9928,0
19072,1
175,0
21134,0
548,1
11867,0
2422,0
27221,0
10341,1
210,1
6165,0
2642,0
8653,0
14363,0
2750,0
236,1
2668,0
2762,0
26169,0
24556,0
2271,0
13812,0
1586,0
3755,0
5422,0
16630,0
6317,0
6204,0
6590,0
24948,0
2953,1
13227,0
28778,0
28642,0
15321,0
26670,0
6345,0
18658,0
4548,0
21162,0
5488,0
3374,1
16004,0
4897,0
14104,0
9323,0
13853,0
29032,0
17762,1
11571,1
14084,0
15239,0
16,0
1903,1
17532,0
29065,1
28248,0
25093,0
11983,0
15459,0
7837,1
27730,0
2548,0
7430,1
3796,0
21736,1
7992,0
17030,1
20455,0
1220,0
8689,0
26717,1
10280,0
16997,0
25536,1
25463,0
1521,0
2503,1
704,0
10119,0
14147,0
24683,1
15449,0
11829,0
13238,0
28510,1
21768,0
22870,1
3250,1
26513,0
1291,1
5931,0
9650,0
6470,0
5102,0
13966,0
21564,0
27684,0
19886,0
597,0
1072,0
26622,1
4124,0
24491,0
2591,1
16440,1
26206,0
6968,0
2222,0
15483,0
13107,0
1036,0
24881,0
10272,0
15949,1
15618,0
28438,0
3784,0
14851,0
22893,0
26786,0
6403,0
1246,1
21857,1
23631,0
18031,0
1018,0
26263,0
16624,0
1276,0
18940,0
11653,1
27100,0
14503,1
8719,0
12823,1
18802,0
12076,0
4,0
25982,0
14563,0
26318,0
8843,0
23398,0
2949,0
7603,0
9974,0
16001,1
7185,1
5797,0
16180,0
29251,0
28532,0
14051,0
2398,0
6606,0
22410,1
22821,1
18254,0
25409,0
14134,0
22319,1
21589,0
20966,0
11748,1
1038,0
12382,0
5727,0
6343,0
2064,0
16960,0
6608,0
21426,0
21201,0
15225,0
27769,0
27716,1
17259,0
19413,0
26366,1
13614,0
24747,0
16946,1
22454,1
139,1
7010,0
26057,0
2,0
20159,1
19155,0
5845,0
24940,0
4464,0
24327,0
28807,0
23521,0
15753,0
23908,0
8531,0
11937,1
6413,0
26852,0
26657,0
28199,0
26125,1
25004,0
7063,1
17668,0
2481,1
13842,0
3499,0
3046,0
14535,1
10274,0
125,0
14258,1
16537,0
23832,0
20828,0
21372,0
23372,0
26700,0
13302,0
20060,1
20283,1
3578,1
542,0
28819,0
19627,1
3636,1
20022,0
804,0
10856,0
8455,0
24293,0
15078,0
9413,0
1339,1
11276,0
27364,0
4320,0
2496,1
9086,0
18086,0
15015,0
27612,0
26474,0
21457,0
15212,0
22651,0
299,1
15283,0
857,0
21404,0
11326,0
8908,0
19567,1
5595,0
24574,0
301,1
15384,0
14401,0
18496,0
24345,0
23332,1
22965,1
22002,0
4831,0
13628,0
18204,0
6088,0
16971,1
9849,0
16367,0
15503,0
6475,0
2580,0
6261,1
27064,1
20251,1
20960,0
21044,1
6598,0
17251,0
8421,0
1957,1
26140,0
6594,0
24237,0
15860,0
21744,0
7794,1
27282,0
7610,0
27908,0
18011,0
22720,0
15494,0
1127,1
18539,1
15918,0
10638,0
22075,1
10360,0
1994,0
11024,0
23663,0
1359,0
6250,0
9602,0
7651,0
6187,0
14674,0
22876,0
3937,0
633,0
21119,0
10473,0
3934,0
27222,0
20675,0
4531,0
10028,0
11317,0
15840,0
19527,1
8329,0
19937,1
24810,0
9796,1
13220,0
275,0
15982,0
13019,1
26897,0
10304,1
11426,0
12782,0
8476,1
17253,0
4584,0
21576,0
12714,1
9337,0
14937,0
16082,0
2425,0
11194,0
20360,0
17048,1
24059,0
2178,0
22594,0
21257,0
27983,0
15059,0
18978,0
6486,0
16639,1
4131,0
2142,0
2229,0
7619,0
25916,0
7822,0
24612,0
7830,1
8288,0
18398,1
15806,0
23801,0
1334,0
26900,1
15332,0
10032,0
28198,0
15196,1
24054,0
6700,0
29116,1
22564,0
5149,0
1923,0
17837,0
25251,1
18082,0
9572,0
12741,0
768,0
15232,0
5574,0
14670,1
14838,0
23395,0
7423,0
11480,0
11954,0
23675,0
16956,0
17568,0
21952,0
7167,0
11236,0
6397,0
4254,1
22583,1
18227,0
1432,0
16693,0
13598,0
28225,1
16620,0
29152,0
22534,1
6578,1
6144,0
9942,0
10096,0
23796,0
19468,1
6044,0
2204,0
18202,0
13562,0
11110,0
21388,1
1125,0
11903,0
6112,0
28158,0
17821,0
1386,0
19361,1
28156,1
10539,0
15897,0
25421,1
21010,0
12468,0
28453,0
8933,0
18439,0
4922,1
16699,1
26023,0
13547,0
4235,0
18125,0
17555,0
21834,0
4636,0
11968,1
24162,0
14296,0
11854,0
292,0
18173,0
22815,1
19693,0
25595,0
2944,0
8749,0
7244,0
23487,0
27910,0
16721,1
26988,1
17172,0
19186,1
6775,0
14991,0
8165,1
27834,0
1989,1
19067,1
8429,0
29086,1
25245,0
819,0
14271,0
17865,0
26694,0
3344,0
4978,0
14432,0
7227,0
27824,0
5123,0
3091,0
23459,1
14665,0
17438,0
11907,0
21703,0
10715,0
10543,0
17312,0
22969,0
2816,0
21858,0
28671,0
23303,0
22167,0
2884,0
10386,1
7725,1
17282,0
16347,0
7834,0
3336,0
27644,1
18958,0
24038,1
4741,0
22269,1
22164,0
28942,0
4694,0
16295,1
6989,1
26750,0
8361,0
16382,0
12852,0
1757,0
16062,0
16394,1
10316,0
11127,0
6271,0
15383,0
14536,0
23361,1
28023,0
8354,0
25823,0
9247,0
7488,0
20043,1
8872,0
5466,0
25939,1
21542,1
13502,0
16455,1
27923,1
28980,1
28836,0
26063,0
264,0
20002,0
28115,0
19677,0
25920,1
22697,0
28712,0
17221,0
21209,0
23991,0
27521,0
22096,0
7542,1
19268,0
8039,1
21884,1
8721,0
20066,0
4720,1
17727,0
10264,0
28533,1
12157,0
26967,1
28475,0
4388,0
2881,0
10926,0
18124,0
9768,0
14916,1
25199,1
24621,0
11260,0
5993,0
22038,1
12829,0
2947,0
18650,1
4718,0
270,0
26300,0
27399,0
2633,0
13640,0
25775,1
4199,0
26157,1
22270,0
12374,1
26602,1
25417,0
28258,1
3983,1
2843,0
8014,0
1143,0
26183,0
27497,0
14990,0
22317,0
21490,0
9649,0
28726,1
10661,0
18730,1
11921,0
147,0
18152,0
2457,0
27856,0
9799,1
28144,0
28690,1
6521,0
818,0
5429,0
28020,0
8581,1
8232,1
27342,0
20695,0
26427,0
10899,1
20709,0
11331,1
28231,1
25883,1
23104,0
16910,1
23729,0
4767,0
16554,0
20678,0
5420,0
14136,0
7749,0
29296,0
18928,1
2951,0
15716,0
6361,1
8307,0
1607,1
26060,0
27041,0
26735,1
26777,0
3224,0
7280,1
22586,0
23394,0
5923,0
12424,1
15944,0
15964,0
15502,1
22201,1
19353,1
6690,0
5140,1
18509,0
17688,0
20934,0
4928,1
20407,1
19595,0
8277,0
27490,0
9544,1
27194,1
14167,0
20476,0
8183,1
3156,0
16371,0
24934,0
10189,0
1396,0
22605,0
9705,0
21629,0
25579,1
22850,0
21184,0
10030,0
5739,0
26221,0
27355,1
18652,0
11019,0
10965,1
346,1
25121,0
12379,0
11357,0
134,0
26386,0
26973,1
6706,0
24267,1
22143,1
22045,0
29027,0
12663,0
1062,0
11955,0
8701,0
4390,0
29253,0
4350,0
24665,1
26547,0
23313,0
25517,0
22236,1
7773,0
28227,0
16800,0
21530,0
14181,0
26919,0
4625,0
14143,0
2072,0
3790,1
14977,1
9747,0
29085,0
17723,1
10658,1
10434,0
18347,1
9334,0
6781,1
22279,1
9538,0
21135,0
1578,0
8657,0
4756,0
23030,0
13997,0
1905,0
21630,0
20582,0
3656,1
8870,1
17886,0
22802,0
2269,0
8532,0
18637,0
9679,0
11900,0
7407,0
8513,0
16738,1
10709,0
12727,1
11404,0
14251,0
1543,0
13715,0
19867,0
16224,1
7643,0
1463,0
21484,0
14431,0
20628,1
20246,0
2926,0
18446,0
12808,1
25264,0
10440,0
10751,0
24867,0
26542,0
19599,0
21915,0
23220,0
27423,0
28052,0
21946,0
5561,0
26809,0
311,0
21665,1
25703,0
195,0
17334,1
9045,0
17010,1
23082,1
10596,0
13686,0
28005,1
22029,1
3547,1
13701,0
1849,1
28697,0
26408,1
13132,1
3522,1
421,1
24743,1
6405,0
14252,0
5345,1
27632,1
23294,0
9179,1
445,0
14820,0
16405,0
26825,0
25244,0
3193,0
15058,1
7912,1
29269,1
11265,1
27228,1
901,0
6676,0
8367,0
3770,0
22777,0
18825,0
16042,0
14971,0
26562,1
28950,0
25206,0
4521,0
4602,0
8536,0
21536,0
15011,0
21904,1
383,0
8506,1
17026,0
19711,0
17514,0
23862,0
9627,0
5919,0
27732,0
28841,0
17961,0
3360,0
20945,0
1364,0
4396,0
16643,1
17479,1
18902,1
24946,0
28447,1
9237,0
23539,0
23406,1
28505,1
8561,0
20637,0
13299,0
28300,1
24888,1
14573,0
26249,0
20213,0
29284,0
4987,0
12178,1
5162,0
1687,1
3850,0
13066,1
11642,0
1299,0
18131,1
3142,0
5185,1
7976,0
13427,0
13361,0
19537,0
3020,0
21878,0
29109,0
22294,0
15590,1
6982,1
9196,0
21592,0
12996,0
5297,0
11589,0
9209,0
23946,1
19718,0
14818,0
16680,1
10858,0
15732,0
6732,0
12296,0
27828,1
4266,0
3258,0
26903,1
14253,0
7595,0
4501,0
14945,0
4912,0
25104,0
4457,1
8299,0
11071,1
22949,0
20620,1
17440,1
9924,0
10433,0
4945,0
21349,0
12028,1
13331,0
15703,0
2688,0
1913,1
10996,0
22073,0
5141,0
1160,0
4483,1
19114,0
23515,0
2185,1
2708,1
10040,1
21014,0
3,0
24125,0
8298,0
11323,1
21187,0
13988,0
11539,0
10018,0
23775,0
24275,1
8082,0
24372,0
16600,0
17374,0
26403,0
25332,1
6377,0
27858,0
7409,0
23466,0
5880,0
1564,1
18740,1
26655,0
7489,1
7480,0
562,1
4431,0
14277,0
7788,0
5316,1
11626,1
3189,0
8735,0
14719,1
19592,1
3748,1
2921,0
21360,0
7845,1
20074,0
4282,0
6631,0
15194,1
9658,1
4232,1
1592,0
11087,1
26111,0
14004,1
22316,0
28432,0
20348,1
28348,1
19622,0
6154,0
20617,1
18360,0
3886,0
19094,0
7183,0
5732,1
8595,0
18833,0
6167,1
2945,0
25613,1
6597,0
3025,0
3565,0
8778,1
11842,1
9093,1
2183,0
28577,1
7968,1
20376,1
27636,0
7046,0
15928,1
24213,1
20906,0
8712,0
21930,0
7900,0
5649,0
11918,0
27244,0
19594,0
11503,1
2262,1
2832,0
21787,0
24943,1
14236,1
9545,0
1520,0
6528,0
950,0
16846,0
1715,0
21797,0
11723,0
3118,0
6756,0
24290,0
27091,0
28815,0
20605,1
18463,0
3916,0
13865,0
1734,0
17435,0
9444,0
234,1
19484,0
2549,0
23817,0
25254,0
20048,0
5580,0
9963,0
13481,0
1241,0
13363,0
13434,0
19278,0
12866,0
16263,0
25455,1
12141,0
24753,0
6502,0
10892,1
9427,0
21145,0
6238,0
23674,0
7953,0
4206,0
20425,0
7075,0
19938,0
24068,0
13569,0
25907,1
19165,0
6961,0
7259,0
21912,0
11744,1
11895,0
21286,0
22278,0
9595,0
22993,0
29135,0
10200,1
26561,0
26317,0
21447,0
21237,0
21117,0
9102,1
15178,0
24880,0
20035,0
10279,0
13855,0
2833,0
28857,0
15679,0
1896,1
3689,1
25444,0
5482,0
22189,0
3509,0
16255,0
20105,1
18843,0
16108,0
14696,1
10599,0
25418,0
16649,0
1765,0
12158,0
9032,1
14423,0
28027,0
21547,0
19551,0
6149,1
15785,0
22843,0
17579,1
3637,1
28508,0
418,0
21359,1
21002,0
13383,1
26871,1
26677,0
4706,0
16507,0
28038,0
25433,0
8305,0
24308,0
10182,0
6884,0
19283,1
11462,0
10223,0
14527,1
17110,1
7761,0
23642,0
25638,1
11697,0
13708,0
8693,1
5360,0
18936,1
20935,0
13722,1
4374,0
10471,1
14848,0
15185,0
13978,1
6716,0
15105,0
26726,0
6352,0
4768,0
6206,1
17190,1
9288,1
13177,0
20718,0
21653,1
12267,0
15292,0
8651,1
9468,1
16798,0
5156,0
12401,0
6652,0
24863,0
20378,1
27773,0
22489,0
28293,0
12365,0
9923,0
27966,1
14352,0
23224,0
19458,0
25114,1
7733,0
11106,0
20509,0
1537,0
3781,0
10322,0
357,0
12567,0
3498,0
9742,1
26,1
5519,0
21928,0
18670,0
2403,1
19431,0
2531,0
9788,1
21283,0
16918,1
1705,1
11360,0
15402,0
27115,0
4781,0
28915,1
15237,0
16007,0
22780,0
7924,0
23565,0
18083,0
3403,0
16957,1
19818,0
26856,0
16221,0
18645,0
3915,1
21070,0
6878,0
3554,0
2828,0
3568,1
14106,1
3680,0
7441,0
4263,0
14566,0
20929,0
3760,0
4583,0
8228,0
13348,0
20531,1
16529,0
7390,0
26877,1
20970,0
3618,1
15006,0
17972,1
15231,0
15892,0
2161,0
8562,0
16343,1
25623,0
10935,0
22138,1
14215,0
1107,0
26129,0
10814,0
6876,0
7521,0
8864,0
27122,0
6550,1
15184,1
23348,1
11988,1
8113,0
20733,1
23731,0
9861,1
14299,0
16117,0
7110,0
6892,0
1088,0
2892,0
17675,1
17799,0
1271,0
11324,0
28580,0
10562,1
14815,1
25831,0
27692,1
7853,0
23546,1
17183,1
6350,0
18880,0
2458,0
20164,0
18412,1
1096,0
24386,1
17894,1
23943,0
20562,0
27259,0
24825,1
27602,0
5412,0
25329,1
8432,0
21836,0
6551,0
22639,1
23003,0
28741,1
7543,0
16321,0
19582,0
18565,1
18720,0
2153,0
6810,1
4682,0
12033,1
28849,0
9111,0
16218,0
3329,1
6801,0
12408,0
7871,0
12099,0
4307,0
2507,0
24031,0
2732,0
5484,0
18892,0
1934,1
29282,0
28339,1
20006,0
17417,0
13827,0
19419,1
26085,0
17308,0
25326,0
27608,0
25840,1
1277,1
23641,0
11192,0
186,1
27226,0
24716,1
14528,0
714,1
22310,1
6592,1
16988,0
12183,0
1824,0
4108,0
23753,0
20940,0
15635,0
7873,1
24509,0
23256,1
4346,1
19213,0
14534,1
20933,1
29055,0
10927,0
3538,0
9979,0
17457,0
19416,0
20676,0
19003,0
5839,0
28881,0
23930,0
3573,0
22868,0
29067,0
25995,1
23584,1
8723,0
22846,1
10066,1
896,0
4265,0
9013,0
16545,1
22913,0
15450,0
23914,0
23968,0
5413,1
29138,0
25190,0
19456,1
23477,0
20851,1
13068,0
26104,0
1469,0
4376,0
16732,0
22022,0
9262,0
19523,0
28217,0
10915,1
13454,1
7206,1
27522,1
6811,0
10853,1
15372,0
22397,0
14946,1
11057,0
12494,1
13671,1
24879,1
7903,0
3058,0
20787,0
12908,1
1278,0
25521,1
6689,1
5187,0
1466,0
25696,1
17224,0
27782,0
24302,0
16913,0
13965,1
22343,0
545,0
15293,0
13790,0
14559,1
21968,0
11201,0
14514,0
22499,0
28007,0
14500,0
10321,0
21021,1
23831,0
16663,0
1067,1
2672,0
26801,0
4487,0
22779,0
15939,0
19200,0
539,0
22366,0
28781,1
17269,0
3706,0
28943,0
20454,0
28634,0
22528,0
2291,0
27417,0
2987,1
28554,0
25526,0
11372,1
8928,0
20651,0
17842,0
21026,1
23182,0
27374,0
21842,0
14593,0
27584,1
17121,0
8882,0
9094,0
5159,0
20955,1
2976,0
25587,0
22818,0
6613,0
22160,0
14742,1
18851,0
9454,0
12932,0
23613,0
11938,0
1284,1
35,0
873,0
4562,1
396,0
13391,0
4800,0
1348,0
25173,0
12045,0
6919,1
17492,0
5173,1
18753,0
5788,1
19236,0
10782,0
28091,0
14790,0
21715,0
20373,1
22543,0
11155,0
4017,0
17101,0
9011,0
15821,0
2877,0
2351,0
7030,0
1516,0
11647,0
25472,1
3927,0
17410,0
18385,0
24628,0
25919,0
5229,0
19596,1
6253,1
21553,0
8197,0
3626,0
3011,0
2003,0
13659,0
3018,0
14902,0
14438,0
4342,0
20598,0
24907,0
22752,0
10735,0
1909,1
5233,0
26537,1
15901,0
17996,0
19889,0
11779,0
11684,0
2955,1
18837,0
23902,0
962,0
23763,0
23706,0
26118,1
17960,0
27214,0
11114,1
2131,0
13303,0
12756,0
4973,0
18599,1
21992,0
26328,1
21572,0
15390,0
575,0
6902,1
7517,0
28656,0
21403,0
1214,0
2014,1
10511,0
16893,1
11864,1
10712,0
7864,1
12540,1
13046,0
27455,0
14179,0
4386,0
8186,0
25030,0
28941,1
23514,0
26452,1
20158,0
10179,0
9163,0
10696,0
27654,0
20836,1
18609,0
23702,1
12077,0
22570,0
777,0
3855,0
1467,1
1571,0
13537,0
11737,1
18948,0
9187,1
9911,0
4598,0
20221,0
19760,0
5709,0
24466,0
3486,1
18296,0
529,0
9940,0
19773,0
1951,1
14263,0
14548,0
12485,0
7361,0
18996,0
12414,0
11885,0
11857,0
1915,0
5474,0
8676,1
26074,1
23368,0
25693,0
8155,1
18961,0
11289,1
9574,0
12460,1
15525,0
4100,0
22978,0
12685,0
28987,0
8117,0
25824,0
26467,1
22968,0
11797,1
3422,1
2984,0
10009,0
2366,1
12973,0
23644,1
2461,0
20039,1
18418,0
23396,1
29045,0
4020,1
16225,0
22061,0
19943,1
27380,0
8315,0
1603,0
14905,0
28207,0
24737,0
10477,0
8127,1
1694,0
27805,0
23100,0
7865,0
25773,0
9761,0
20567,0
26646,0
13845,0
8338,1
15193,1
11538,0
13873,0
11455,0
16582,0
939,0
14511,0
16055,0
28621,1
2761,1
5530,0
20875,0
3595,0
5460,0
12922,0
2848,0
7015,0
13288,0
21265,1
21981,0
21222,1
1762,0
12623,1
24403,0
9637,0
21313,0
14477,0
17968,1
26964,0
11470,0
7519,0
9263,1
29272,0
20310,0
7056,1
6791,1
191,0
13941,1
29288,1
6874,0
23634,0
13467,0
14969,0
4393,0
9065,0
23486,0
8826,0
15327,1
23821,0
28399,1
9218,0
989,1
3342,0
14131,0
19478,0
28809,0
19494,0
3267,0
11741,1
22983,1
28268,0
12672,1
7706,1
13558,0
7207,1
19083,0
8791,1
14710,0
16832,0
17914,0
19573,0
13656,1
13354,0
6600,0
13031,0
8369,0
717,0
2077,0
28281,0
28698,1
12335,0
7469,0
19620,0
18237,0
19789,0
21867,0
13377,0
27580,0
27783,1
25091,0
1233,0
3948,0
27061,1
11650,1
2790,0
16975,1
3494,1
9133,0
24927,0
20989,0
25099,0
20710,0
3535,1
9177,1
25705,0
5914,0
27026,1
23065,0
7750,0
929,0
10688,1
6369,0
25304,1
7704,0
6790,0
29043,0
8821,0
23397,0
6747,1
26748,0
14766,0
22635,1
13086,0
9010,0
6500,0
6789,0
20832,0
19772,0
4134,0
8937,1
3804,1
26254,0
14712,0
26701,0
16665,0
12458,0
20719,1
18597,0
12081,0
11595,0
9511,0
8714,0
17988,0
8598,0
27555,0
3601,0
4566,0
12309,0
8224,0
17063,0
20322,0
29084,0
18891,0
5512,1
19367,0
2875,0
19903,0
18402,0
4222,0
18782,0
22530,1
25017,0
12592,0
15813,1
456,0
24348,1
4438,0
27955,0
13390,1
19438,0
17336,0
16552,0
19415,0
3159,0
6511,0
9371,0
16749,0
27912,0
23464,1
19247,0
16002,0
24578,0
8366,0
22470,0
17486,1
17084,0
27698,0
1630,0
19659,0
11932,0
21580,0
7020,0
10998,1
18629,0
12423,0
16646,1
3413,0
22054,0
1083,0
24056,1
802,1
13779,0
1309,0
18160,0
19916,0
22629,0
13051,0
24812,1
5031,1
16549,0
14321,1
17929,0
4920,0
4657,1
20669,0
2151,0
21976,0
18697,0
22347,0
23284,0
26601,0
11262,0
636,0
7774,0
23024,0
18774,0
23001,0
16535,0
25951,0
24383,0
21925,0
19182,0
2747,0
7146,0
907,1
27410,0
16661,0
11953,1
23907,0
11611,0
15164,0
17130,0
14520,0
2826,0
2268,0
12378,1
3124,0
11830,1
9701,0
22770,1
1495,0
23856,0
28716,0
12322,1
22187,0
7096,0
28783,0
15818,0
9176,0
27944,0
22275,0
18397,1
15868,0
13431,0
23130,1
11721,0
13979,1
18238,0
15640,0
1400,0
6678,1
2571,0
5271,0
7318,0
15408,0
24690,1
12577,0
5665,0
6270,0
8591,0
20830,0
14716,0
15563,0
15331,0
26463,0
1266,1
13456,0
19420,0
26572,0
9424,1
7935,0
9254,0
2643,0
12955,0
875,0
10986,0
18025,0
6339,1
26400,0
15380,0
18657,1
17361,0
3846,0
9101,0
13813,0
5940,0
20412,1
24416,1
7459,0
8649,1
15036,0
7169,0
17482,1
10669,1
20170,0
6587,0
22719,0
19464,0
18831,0
14050,0
7491,0
10610,0
9161,0
15341,0
4819,1
21518,0
27216,0
7255,1
10326,0
5864,1
3473,0
18291,1
7222,0
13469,0
17439,0
12939,0
23423,0
28734,0
6607,0
12435,0
11181,0
24900,0
11510,1
13673,0
13282,0
17307,0
17294,0
13449,0
17305,1
7026,0
24005,1
8266,0
26066,0
25663,0
25306,0
8431,1
28242,0
11056,0
15974,0
22689,0
6731,1
26007,0
5603,0
5007,0
15599,1
13567,0
19847,1
20982,1
2903,0
10536,0
7742,0
12737,0
17132,0
27507,0
4126,0
26525,0
12894,0
11408,1
12186,0
11728,0
10859,0
20650,0
28179,0
190,0
10544,0
15723,1
13371,0
12640,0
26808,1
17639,0
16098,0
14522,0
1869,0
2172,0
20179,1
26504,0
20753,1
19184,0
15743,0
24894,0
22540,0
535,0
5925,0
26984,0
7949,0
4031,0
20058,1
13226,0
4236,1
11849,0
4456,1
892,0
5328,1
6867,0
22977,0
629,1
3228,0
1612,0
26511,0
19664,0
11453,0
829,0
23889,0
4063,0
20328,0
12641,0
24156,0
21051,0
22687,0
21322,1
15737,0
16694,0
28396,0
26732,0
4550,0
13416,0
21808,1
12180,0
21748,0
21566,0
20533,1
7981,0
25572,1
12509,0
12938,0
28084,0
7959,0
7938,1
9291,0
1579,1
15447,1
12889,1
4677,0
4856,0
21795,0
24387,0
6222,0
23086,0
10721,0
13793,0
11325,0
23694,1
4630,1
8140,1
28528,1
28965,1
17463,0
23408,0
8849,0
977,0
12917,0
20829,1
28584,0
5655,0
28267,0
9951,0
14891,0
1932,1
21225,1
14230,0
5018,1
10964,0
17490,0
12111,0
335,0
2007,0
3675,0
8453,0
5865,0
2410,0
22304,0
8486,0
17499,1
9174,1
19835,0
28542,1
6063,0
16460,0
21068,0
2638,0
3751,0
22296,0
17652,1
5893,1
15615,1
27143,0
7926,1
2883,0
20466,0
8199,0
8470,0
8549,0
22712,1
6630,1
15971,1
23258,0
11343,0
3277,0
27460,0
14377,0
23597,0
15803,0
7669,0
7310,0
9975,0
1870,0
2169,0
10766,1
24549,0
1769,0
17161,0
6972,0
22429,0
8409,0
16023,0
11157,1
24885,0
8443,0
17142,1
10230,1
3772,0
27502,0
17792,0
25218,0
13668,0
9504,0
19712,0
534,0
13047,0
22921,0
8901,1
344,0
2340,0
22734,0
5570,1
15832,0
11614,0
10533,0
14209,0
19443,0
16418,0
26790,0
4202,0
18178,1
23875,0
7951,0
12516,1
17669,0
21275,1
1414,1
22421,0
9594,0
28064,0
26591,0
13876,0
20421,0
2446,1
25404,0
1990,0
257,0
20292,0
4582,0
21095,0
18329,0
18340,0
15365,0
10380,0
9893,0
24973,1
27705,1
7777,1
26394,1
21556,1
10297,0
2768,1
21955,0
2190,0
9410,1
21172,0
4661,0
22764,0
16848,0
12585,0
10141,0
10695,0
25437,0
7492,0
1504,1
18458,0
1928,1
13809,1
2646,0
18688,0
10445,0
7299,0
24966,1
13870,1
4201,0
22405,0
6489,0
14993,0
300,0
5020,0
24143,0
8102,1
21535,0
16731,0
26329,0
2374,0
19334,0
28613,1
25139,0
8647,0
5184,0
21190,0
2910,1
17072,0
9495,0
16123,0
2017,0
26376,0
17257,0
532,0
12735,1
16380,1
22956,0
8202,0
11831,0
13067,1
23155,0
29123,1
10851,0
3144,0
10803,0
4495,1
23268,0
27928,0
20586,0
1508,0
5342,1
6024,0
24924,0
23124,0
17903,0
12979,0
19795,0
8603,0
15065,1
9137,1
15570,1
2478,1
7531,0
27861,0
21030,0
5554,0
25163,0
2636,1
3035,0
18304,0
29099,0
18052,0
1250,0
26380,0
8839,1
28436,1
8106,0
10666,0
27579,1
3110,0
6336,1
16815,0
7578,0
22625,0
2541,0
17632,0
17910,1
10768,0
853,0
13048,1
7471,1
28491,0
13389,0
18557,0
14005,0
13035,1
25624,0
1216,0
10556,0
10161,1
16126,0
17187,0
12639,0
3670,1
15279,0
11572,1
19654,1
18007,0
3029,0
20346,0
26156,0
2225,1
11839,0
15095,0
27647,0
11583,0
3726,0
19717,0
24095,0
13822,0
25301,0
29261,0
23091,0
23399,0
25806,0
7217,0
21725,0
4152,0
5483,0
24811,0
18042,0
3127,0
16566,0
16212,0
1377,1
16754,0
25466,1
20347,1
1084,1
8543,0
20859,0
12303,1
29160,0
1807,0
3450,1
6727,1
21919,0
8126,1
9046,0
12740,1
21889,0
10298,0
29044,0
4021,0
2619,0
7684,1
11105,0
22886,0
4944,0
10146,0
3715,1
5863,0
19337,0
13638,1
4997,1
10714,1
339,0
22039,0
16162,0
26289,1
29010,0
15337,0
26505,0
10765,1
26917,0
16200,0
14160,0
15831,0
29147,1
9686,1
6133,1
21970,0
20088,0
11494,0
24634,0
17602,1
1017,0
12507,0
3022,1
25829,0
12351,0
12366,0
19904,0
25798,0
27543,0
23237,1
25888,0
9367,0
23998,1
17444,1
18311,0
