no,age,age_cut,capital-gain,capital-loss,education-num,hours-per-week,relationship_ Husband,relationship_ Not-in-family,relationship_ Other-relative,relationship_ Own-child,relationship_ Unmarried,relationship_ Wife,sex_ Female,sex_ Male
15538,43,5,0,0,10,40,1,0,0,0,0,0,0,1
15539,32,3,3942,0,9,32,1,0,0,0,0,0,0,1
15540,44,5,0,0,9,43,0,1,0,0,0,0,1,0
15541,55,5,0,0,9,40,0,1,0,0,0,0,0,1
15542,22,2,0,0,10,40,0,0,0,0,0,1,1,0
15543,28,3,0,0,11,40,0,0,0,1,0,0,0,1
15544,25,2,0,0,10,2,1,0,0,0,0,0,0,1
15545,57,6,99999,0,14,40,1,0,0,0,0,0,0,1
15546,22,2,0,0,9,40,0,0,0,1,0,0,0,1
15547,38,4,0,0,10,40,0,0,0,0,0,1,1,0
15548,52,5,0,0,9,40,0,0,0,0,1,0,1,0
15549,30,3,0,0,2,30,0,0,1,0,0,0,1,0
15550,48,5,0,0,14,40,1,0,0,0,0,0,0,1
15551,27,3,0,0,5,40,1,0,0,0,0,0,0,1
15552,44,5,0,0,9,38,0,0,0,0,1,0,1,0
15553,42,5,0,0,4,30,1,0,0,0,0,0,0,1
15554,29,3,0,0,10,40,0,1,0,0,0,0,1,0
15555,41,5,0,0,10,50,1,0,0,0,0,0,0,1
15556,68,7,20051,0,16,50,1,0,0,0,0,0,0,1
15557,53,5,0,0,13,50,1,0,0,0,0,0,0,1
15558,37,4,0,0,9,68,0,0,0,0,1,0,1,0
15559,50,5,15024,0,9,55,1,0,0,0,0,0,0,1
15560,37,4,0,0,9,40,0,1,0,0,0,0,0,1
15561,19,1,0,0,10,18,0,0,0,1,0,0,0,1
15562,17,1,0,0,7,25,0,0,0,1,0,0,0,1
15563,25,2,0,0,7,40,0,1,0,0,0,0,0,1
15564,43,5,0,0,11,88,1,0,0,0,0,0,0,1
15565,38,4,0,0,9,40,1,0,0,0,0,0,0,1
15566,57,6,0,0,12,35,0,1,0,0,0,0,1,0
15567,34,3,0,0,12,45,0,1,0,0,0,0,1,0
15568,24,2,0,0,3,40,0,0,1,0,0,0,0,1
15569,35,3,0,0,9,40,0,0,0,0,1,0,0,1
15570,47,5,0,0,10,50,1,0,0,0,0,0,0,1
15571,28,3,0,0,13,65,1,0,0,0,0,0,0,1
15572,21,2,0,0,10,30,0,0,0,1,0,0,0,1
15573,47,5,0,0,15,35,1,0,0,0,0,0,0,1
15574,45,5,0,0,7,35,0,1,0,0,0,0,1,0
15575,19,1,0,0,11,40,0,0,0,1,0,0,1,0
15576,29,3,0,0,10,52,0,1,0,0,0,0,0,1
15577,17,1,0,0,7,12,0,0,0,1,0,0,1,0
15578,41,5,0,0,10,50,1,0,0,0,0,0,0,1
15579,57,6,0,2129,14,70,1,0,0,0,0,0,0,1
15580,64,7,0,0,9,45,1,0,0,0,0,0,0,1
15581,38,4,0,0,9,42,1,0,0,0,0,0,0,1
15582,17,1,0,0,6,12,0,0,0,1,0,0,0,1
15583,35,3,0,0,7,40,1,0,0,0,0,0,0,1
15584,23,2,0,0,6,44,0,0,0,1,0,0,0,1
15585,35,3,0,0,9,40,0,0,0,0,1,0,1,0
15586,23,2,0,0,9,40,0,1,0,0,0,0,0,1
15587,37,4,0,0,6,40,1,0,0,0,0,0,0,1
15588,62,7,0,0,13,50,1,0,0,0,0,0,0,1
15589,17,1,0,0,7,20,0,0,0,1,0,0,0,1
15590,51,5,0,0,13,40,1,0,0,0,0,0,0,1
15591,62,7,7688,0,16,40,1,0,0,0,0,0,0,1
15592,74,7,2653,0,9,12,1,0,0,0,0,0,0,1
15593,45,5,0,0,11,40,1,0,0,0,0,0,0,1
15594,33,3,0,0,9,40,1,0,0,0,0,0,0,1
15595,59,6,0,0,13,40,1,0,0,0,0,0,0,1
15596,23,2,0,0,13,40,0,1,0,0,0,0,0,1
15597,37,4,0,0,13,40,1,0,0,0,0,0,0,1
15598,46,5,0,0,9,40,0,1,0,0,0,0,1,0
15599,60,6,0,0,14,40,1,0,0,0,0,0,0,1
15600,36,4,0,0,9,40,1,0,0,0,0,0,0,1
15601,34,3,0,0,11,55,1,0,0,0,0,0,0,1
15602,55,5,0,0,9,25,0,1,0,0,0,0,1,0
15603,44,5,7688,0,14,40,1,0,0,0,0,0,0,1
15604,64,7,0,0,9,60,1,0,0,0,0,0,0,1
15605,19,1,0,0,9,35,0,0,0,1,0,0,0,1
15606,44,5,0,0,2,40,0,0,0,0,0,1,1,0
15607,38,4,0,0,13,40,0,1,0,0,0,0,0,1
15608,38,4,15024,0,9,45,1,0,0,0,0,0,0,1
15609,38,4,0,0,10,40,1,0,0,0,0,0,0,1
15610,73,7,0,0,6,12,0,1,0,0,0,0,0,1
15611,43,5,0,0,10,40,0,1,0,0,0,0,1,0
15612,30,3,0,0,6,40,0,0,0,0,1,0,1,0
15613,56,6,0,0,13,40,1,0,0,0,0,0,0,1
15614,23,2,0,0,10,40,0,0,0,0,1,0,0,1
15615,50,5,99999,0,15,55,1,0,0,0,0,0,0,1
15616,42,5,99999,0,13,42,1,0,0,0,0,0,0,1
15617,28,3,0,0,9,35,0,0,0,0,1,0,1,0
15618,43,5,0,0,9,40,1,0,0,0,0,0,0,1
15619,40,4,0,0,14,43,0,1,0,0,0,0,0,1
15620,43,5,0,0,9,80,1,0,0,0,0,0,0,1
15621,61,7,0,0,9,82,0,1,0,0,0,0,1,0
15622,28,3,0,0,13,60,1,0,0,0,0,0,0,1
15623,47,5,0,0,11,40,1,0,0,0,0,0,0,1
15624,27,3,0,0,9,45,0,1,0,0,0,0,0,1
15625,29,3,0,0,13,52,0,1,0,0,0,0,0,1
15626,28,3,0,0,13,50,0,1,0,0,0,0,0,1
15627,36,4,0,0,9,40,0,0,0,0,0,1,1,0
15628,31,3,0,0,9,40,0,0,0,0,0,1,1,0
15629,22,2,0,0,9,40,0,1,0,0,0,0,1,0
15630,34,3,0,0,13,38,0,0,0,0,1,0,1,0
15631,27,3,0,0,13,60,0,1,0,0,0,0,0,1
15632,35,3,0,0,9,30,0,0,0,0,1,0,1,0
15633,23,2,0,0,9,40,0,1,0,0,0,0,0,1
15634,35,3,0,1408,9,40,0,1,0,0,0,0,0,1
15635,26,3,0,0,13,40,0,0,0,0,1,0,0,1
15636,54,5,0,0,13,40,1,0,0,0,0,0,0,1
15637,17,1,0,0,6,18,0,0,0,1,0,0,0,1
15638,34,3,0,0,12,50,0,1,0,0,0,0,0,1
15639,45,5,0,0,4,36,1,0,0,0,0,0,0,1
15640,55,5,0,0,9,60,1,0,0,0,0,0,0,1
15641,21,2,0,0,6,38,0,0,0,0,1,0,1,0
15642,27,3,0,0,9,40,1,0,0,0,0,0,0,1
15643,52,5,0,0,13,40,0,1,0,0,0,0,0,1
15644,30,3,0,0,10,55,1,0,0,0,0,0,0,1
15645,54,5,0,1902,16,50,1,0,0,0,0,0,0,1
15646,27,3,0,0,13,20,0,0,0,0,1,0,1,0
15647,74,7,15831,0,13,8,0,1,0,0,0,0,0,1
15648,31,3,0,0,10,40,0,0,0,0,1,0,1,0
15649,25,2,0,0,13,50,0,1,0,0,0,0,0,1
15650,34,3,0,0,9,40,0,1,0,0,0,0,1,0
15651,28,3,0,0,9,40,0,0,0,1,0,0,0,1
15652,40,4,0,0,7,37,0,1,0,0,0,0,1,0
15653,21,2,0,0,10,10,0,0,0,1,0,0,0,1
15654,23,2,0,0,10,30,0,0,0,1,0,0,0,1
15655,22,2,0,0,9,40,0,0,0,1,0,0,0,1
15656,24,2,0,0,10,24,0,1,0,0,0,0,1,0
15657,63,7,0,0,13,40,0,1,0,0,0,0,0,1
15658,55,5,0,0,9,20,1,0,0,0,0,0,0,1
15659,28,3,0,0,12,40,0,0,0,0,0,1,1,0
15660,57,6,0,0,9,48,0,1,0,0,0,0,0,1
15661,46,5,0,0,9,40,0,1,0,0,0,0,0,1
15662,38,4,0,0,9,40,0,0,0,1,0,0,0,1
15663,23,2,0,0,10,40,0,0,1,0,0,0,1,0
15664,25,2,0,0,10,50,0,1,0,0,0,0,0,1
15665,34,3,0,0,14,40,0,0,0,0,0,1,1,0
15666,34,3,0,0,10,55,1,0,0,0,0,0,0,1
15667,58,6,0,0,13,50,1,0,0,0,0,0,0,1
15668,23,2,0,0,10,40,1,0,0,0,0,0,0,1
15669,36,4,0,0,9,30,0,1,0,0,0,0,0,1
15670,23,2,0,0,10,60,0,0,0,1,0,0,0,1
15671,69,7,0,0,9,5,1,0,0,0,0,0,0,1
15672,37,4,0,0,7,40,1,0,0,0,0,0,0,1
15673,39,4,0,0,9,48,1,0,0,0,0,0,0,1
15674,17,1,0,0,7,22,0,0,0,1,0,0,0,1
15675,51,5,0,0,10,18,0,0,0,0,0,1,1,0
15676,25,2,8614,0,10,40,0,1,0,0,0,0,0,1
15677,41,5,0,0,12,45,0,1,0,0,0,0,1,0
15678,42,5,0,0,9,15,0,1,0,0,0,0,0,1
15679,28,3,0,0,9,40,0,1,0,0,0,0,0,1
15680,25,2,0,0,13,45,1,0,0,0,0,0,0,1
15681,49,5,0,0,13,40,0,0,0,0,1,0,1,0
15682,22,2,0,0,9,40,0,0,0,1,0,0,0,1
15683,62,7,0,0,10,40,1,0,0,0,0,0,0,1
15684,39,4,0,0,9,40,0,0,0,0,1,0,1,0
15685,31,3,0,0,9,40,0,0,0,1,0,0,0,1
15686,26,3,0,0,9,40,0,0,0,1,0,0,0,1
15687,24,2,0,0,14,45,0,1,0,0,0,0,1,0
15688,33,3,7298,0,11,40,1,0,0,0,0,0,0,1
15689,50,5,0,0,10,40,1,0,0,0,0,0,0,1
15690,23,2,0,1719,10,40,0,0,0,1,0,0,0,1
15691,55,5,0,0,3,50,1,0,0,0,0,0,0,1
15692,36,4,0,0,10,50,0,1,0,0,0,0,0,1
15693,55,5,0,0,13,50,0,1,0,0,0,0,1,0
15694,19,1,0,0,10,3,0,0,0,1,0,0,0,1
15695,27,3,0,0,12,50,0,1,0,0,0,0,0,1
15696,38,4,0,0,10,40,1,0,0,0,0,0,0,1
15697,22,2,0,0,10,40,1,0,0,0,0,0,0,1
15698,41,5,0,0,9,40,0,1,0,0,0,0,1,0
15699,34,3,3908,0,11,45,1,0,0,0,0,0,0,1
15700,41,5,0,0,11,40,1,0,0,0,0,0,0,1
15701,42,5,5178,0,9,40,1,0,0,0,0,0,0,1
15702,42,5,0,1876,14,40,0,1,0,0,0,0,1,0
15703,49,5,0,0,6,40,0,1,0,0,0,0,0,1
15704,42,5,0,0,13,28,0,0,0,0,0,1,1,0
15705,53,5,0,0,15,40,0,1,0,0,0,0,0,1
15706,45,5,0,0,9,55,1,0,0,0,0,0,0,1
15707,75,7,0,0,9,16,0,1,0,0,0,0,1,0
15708,33,3,0,1902,13,50,1,0,0,0,0,0,0,1
15709,34,3,4787,0,14,45,0,1,0,0,0,0,1,0
15710,28,3,0,1721,9,40,0,0,1,0,0,0,1,0
15711,27,3,0,0,10,30,1,0,0,0,0,0,0,1
15712,45,5,0,1340,10,50,0,1,0,0,0,0,1,0
15713,41,5,0,0,9,72,1,0,0,0,0,0,0,1
15714,22,2,0,0,9,42,0,0,1,0,0,0,1,0
15715,46,5,0,0,6,40,1,0,0,0,0,0,0,1
15716,19,1,0,0,9,40,0,0,0,1,0,0,1,0
15717,50,5,0,0,9,60,1,0,0,0,0,0,0,1
15718,33,3,7688,0,13,38,1,0,0,0,0,0,0,1
15719,71,7,0,0,9,3,0,0,0,0,1,0,1,0
15720,51,5,0,0,14,40,1,0,0,0,0,0,0,1
15721,19,1,0,0,9,40,0,1,0,0,0,0,1,0
15722,65,7,9386,0,9,10,1,0,0,0,0,0,0,1
15723,50,5,15024,0,14,40,1,0,0,0,0,0,0,1
15724,32,3,0,0,9,48,0,0,0,0,0,1,1,0
15725,46,5,7688,0,10,40,0,0,0,0,0,1,1,0
15726,53,5,0,0,9,45,1,0,0,0,0,0,0,1
15727,52,5,0,0,11,40,1,0,0,0,0,0,0,1
15728,52,5,0,0,11,50,0,1,0,0,0,0,0,1
15729,65,7,0,0,9,40,1,0,0,0,0,0,0,1
15730,18,1,0,0,7,20,0,0,0,1,0,0,0,1
15731,31,3,0,0,14,45,1,0,0,0,0,0,0,1
15732,37,4,0,0,10,40,0,0,0,0,1,0,1,0
15733,60,6,0,0,12,40,1,0,0,0,0,0,0,1
15734,62,7,0,0,9,15,1,0,0,0,0,0,0,1
15735,35,3,0,0,13,40,0,0,0,0,1,0,0,1
15736,25,2,0,0,9,30,0,0,0,0,1,0,1,0
15737,34,3,0,0,9,40,0,0,0,0,1,0,1,0
15738,57,6,0,0,9,50,1,0,0,0,0,0,0,1
15739,54,5,0,0,13,25,1,0,0,0,0,0,0,1
15740,40,4,0,0,11,40,1,0,0,0,0,0,0,1
15741,33,3,0,0,10,40,0,0,0,0,1,0,1,0
15742,45,5,0,0,9,40,0,0,0,0,1,0,1,0
15743,22,2,0,0,13,40,0,0,0,1,0,0,1,0
15744,53,5,0,0,9,40,0,1,0,0,0,0,0,1
15745,53,5,0,0,5,40,1,0,0,0,0,0,0,1
15746,39,4,0,0,10,40,1,0,0,0,0,0,0,1
15747,42,5,2580,0,13,8,1,0,0,0,0,0,0,1
15748,53,5,0,0,13,50,0,1,0,0,0,0,1,0
15749,47,5,7298,0,9,45,1,0,0,0,0,0,0,1
15750,46,5,0,0,15,48,0,0,0,0,1,0,0,1
15751,38,4,0,0,10,40,0,0,0,1,0,0,0,1
15752,35,3,0,0,13,50,1,0,0,0,0,0,0,1
15753,57,6,0,0,13,35,1,0,0,0,0,0,0,1
15754,66,7,10605,0,7,40,1,0,0,0,0,0,0,1
15755,45,5,0,0,9,8,1,0,0,0,0,0,0,1
15756,55,5,0,1672,7,40,1,0,0,0,0,0,0,1
15757,49,5,0,0,9,50,1,0,0,0,0,0,0,1
15758,37,4,0,0,10,45,1,0,0,0,0,0,0,1
15759,23,2,0,0,13,20,0,0,0,1,0,0,1,0
15760,72,7,0,0,10,16,0,1,0,0,0,0,1,0
15761,33,3,0,0,9,40,1,0,0,0,0,0,0,1
15762,56,6,0,0,9,40,1,0,0,0,0,0,0,1
15763,37,4,0,0,9,20,0,0,0,0,1,0,1,0
15764,50,5,0,0,9,50,0,1,0,0,0,0,0,1
15765,29,3,0,0,11,40,1,0,0,0,0,0,0,1
15766,19,1,0,0,9,40,0,1,0,0,0,0,0,1
15767,34,3,0,0,9,45,1,0,0,0,0,0,0,1
15768,36,4,0,0,9,50,1,0,0,0,0,0,0,1
15769,53,5,0,0,13,60,0,0,0,0,1,0,0,1
15770,55,5,0,0,9,35,0,0,0,1,0,0,0,1
15771,38,4,0,0,11,50,0,1,0,0,0,0,0,1
15772,27,3,0,0,7,32,0,0,0,0,0,1,1,0
15773,70,7,2538,0,15,45,0,1,0,0,0,0,0,1
15774,25,2,0,0,12,40,0,1,0,0,0,0,1,0
15775,37,4,0,0,13,50,1,0,0,0,0,0,0,1
15776,17,1,594,0,6,30,0,1,0,0,0,0,0,1
15777,44,5,0,0,13,40,1,0,0,0,0,0,0,1
15778,30,3,0,0,10,40,1,0,0,0,0,0,0,1
15779,48,5,0,0,2,40,1,0,0,0,0,0,0,1
15780,28,3,0,0,9,40,0,1,0,0,0,0,0,1
15781,46,5,0,0,9,40,0,0,0,0,0,1,1,0
15782,19,1,0,0,9,20,0,0,0,1,0,0,1,0
15783,36,4,0,0,9,40,0,0,0,0,1,0,1,0
15784,60,6,3103,0,14,40,0,0,0,0,0,1,1,0
15785,39,4,0,0,13,40,0,0,0,0,1,0,1,0
15786,55,5,0,0,13,40,1,0,0,0,0,0,0,1
15787,51,5,15024,0,16,40,1,0,0,0,0,0,0,1
15788,57,6,0,0,15,55,0,1,0,0,0,0,0,1
15789,26,3,0,0,9,40,0,0,0,1,0,0,0,1
15790,26,3,0,0,9,40,1,0,0,0,0,0,0,1
15791,26,3,0,0,10,40,0,1,0,0,0,0,0,1
15792,32,3,0,1740,10,40,0,0,0,0,0,1,1,0
15793,28,3,0,0,13,40,0,1,0,0,0,0,1,0
15794,18,1,0,0,9,40,0,0,0,1,0,0,1,0
15795,56,6,0,1887,9,50,1,0,0,0,0,0,0,1
15796,50,5,0,0,13,40,0,0,0,0,1,0,1,0
15797,29,3,0,0,13,40,0,0,1,0,0,0,0,1
15798,18,1,0,0,7,23,0,0,0,1,0,0,0,1
15799,36,4,0,0,10,25,0,0,0,0,1,0,1,0
15800,64,7,9386,0,12,45,1,0,0,0,0,0,0,1
15801,28,3,0,0,11,40,1,0,0,0,0,0,0,1
15802,22,2,0,0,10,32,0,1,0,0,0,0,1,0
15803,56,6,0,0,10,40,0,0,0,0,1,0,0,1
15804,20,1,0,0,10,35,0,0,0,1,0,0,0,1
15805,58,6,0,0,7,48,1,0,0,0,0,0,0,1
15806,78,7,0,0,4,60,1,0,0,0,0,0,0,1
15807,25,2,0,0,14,20,0,1,0,0,0,0,0,1
15808,43,5,0,0,13,45,1,0,0,0,0,0,0,1
15809,30,3,0,0,9,40,0,1,0,0,0,0,1,0
15810,54,5,0,0,9,48,1,0,0,0,0,0,0,1
15811,52,5,0,0,9,40,1,0,0,0,0,0,0,1
15812,50,5,0,0,16,55,1,0,0,0,0,0,0,1
15813,53,5,0,0,13,40,1,0,0,0,0,0,0,1
15814,27,3,0,0,9,50,0,0,0,0,1,0,0,1
15815,30,3,0,0,13,40,0,1,0,0,0,0,0,1
15816,37,4,0,0,12,38,0,0,0,0,1,0,1,0
15817,45,5,0,0,10,40,0,0,0,0,1,0,1,0
15818,29,3,0,0,10,40,0,0,0,1,0,0,1,0
15819,35,3,0,0,10,45,0,0,0,0,1,0,1,0
15820,44,5,0,0,13,65,0,1,0,0,0,0,0,1
15821,27,3,0,0,10,40,0,0,1,0,0,0,0,1
15822,22,2,0,0,9,40,0,1,0,0,0,0,0,1
15823,43,5,0,0,10,45,0,1,0,0,0,0,0,1
15824,50,5,0,0,6,40,1,0,0,0,0,0,0,1
15825,36,4,0,0,13,50,0,1,0,0,0,0,1,0
15826,68,7,0,0,7,30,1,0,0,0,0,0,0,1
15827,19,1,0,0,9,15,0,0,0,1,0,0,1,0
15828,24,2,0,0,9,40,0,1,0,0,0,0,1,0
15829,66,7,0,0,9,20,1,0,0,0,0,0,0,1
15830,31,3,0,0,10,30,0,0,0,1,0,0,1,0
15831,36,4,0,0,13,40,0,1,0,0,0,0,0,1
15832,39,4,0,0,12,55,1,0,0,0,0,0,0,1
15833,39,4,0,0,11,40,0,0,0,0,1,0,1,0
15834,37,4,0,0,9,17,0,0,1,0,0,0,1,0
15835,44,5,0,0,13,40,0,1,0,0,0,0,0,1
15836,50,5,0,0,10,40,1,0,0,0,0,0,0,1
15837,38,4,99999,0,14,60,1,0,0,0,0,0,0,1
15838,56,6,0,0,3,40,1,0,0,0,0,0,0,1
15839,41,5,0,0,13,45,1,0,0,0,0,0,0,1
15840,51,5,0,0,8,40,0,1,0,0,0,0,0,1
15841,26,3,0,0,13,40,0,1,0,0,0,0,1,0
15842,30,3,0,0,4,40,1,0,0,0,0,0,0,1
15843,18,1,0,0,10,15,0,0,0,1,0,0,1,0
15844,31,3,0,0,9,55,1,0,0,0,0,0,0,1
15845,34,3,0,0,12,35,1,0,0,0,0,0,0,1
15846,56,6,0,0,12,40,0,0,0,0,0,1,1,0
15847,24,2,0,0,10,45,0,1,0,0,0,0,0,1
15848,32,3,0,1977,15,60,1,0,0,0,0,0,0,1
15849,27,3,0,0,13,50,0,1,0,0,0,0,0,1
15850,24,2,0,0,10,40,1,0,0,0,0,0,0,1
15851,61,7,0,0,16,40,1,0,0,0,0,0,0,1
15852,37,4,0,0,9,40,0,0,0,0,0,1,1,0
15853,49,5,0,0,13,40,1,0,0,0,0,0,0,1
15854,41,5,0,0,3,40,0,1,0,0,0,0,1,0
15855,28,3,0,0,10,35,0,1,0,0,0,0,0,1
15856,32,3,0,1564,13,50,0,1,0,0,0,0,0,1
15857,42,5,0,0,13,40,1,0,0,0,0,0,0,1
15858,37,4,0,0,13,50,1,0,0,0,0,0,0,1
15859,26,3,0,0,9,40,1,0,0,0,0,0,0,1
15860,30,3,0,0,13,30,1,0,0,0,0,0,0,1
15861,34,3,0,0,10,65,1,0,0,0,0,0,0,1
15862,43,5,0,0,13,40,1,0,0,0,0,0,0,1
15863,73,7,0,0,13,40,1,0,0,0,0,0,0,1
15864,31,3,0,0,13,46,1,0,0,0,0,0,0,1
15865,33,3,0,1902,13,55,1,0,0,0,0,0,0,1
15866,52,5,0,0,11,13,0,0,0,0,1,0,1,0
15867,34,3,0,0,5,38,0,0,0,0,1,0,1,0
15868,23,2,0,0,13,40,0,1,0,0,0,0,1,0
15869,36,4,7298,0,9,60,1,0,0,0,0,0,0,1
15870,59,6,0,0,16,50,1,0,0,0,0,0,0,1
15871,42,5,0,0,4,40,0,0,0,0,1,0,1,0
15872,20,1,0,0,10,35,0,0,0,1,0,0,1,0
15873,35,3,0,0,14,40,0,1,0,0,0,0,0,1
15874,37,4,0,0,9,40,0,0,0,0,1,0,0,1
15875,28,3,0,0,9,40,0,1,0,0,0,0,0,1
15876,75,7,2346,0,9,15,0,1,0,0,0,0,0,1
15877,23,2,0,0,9,60,0,1,0,0,0,0,0,1
15878,33,3,0,0,5,35,0,1,0,0,0,0,0,1
15879,28,3,0,0,9,40,0,1,0,0,0,0,1,0
15880,45,5,0,0,10,50,0,1,0,0,0,0,0,1
15881,29,3,0,0,9,40,1,0,0,0,0,0,0,1
15882,42,5,0,0,9,40,1,0,0,0,0,0,0,1
15883,29,3,0,0,6,40,0,0,0,1,0,0,1,0
15884,23,2,0,0,5,40,0,1,0,0,0,0,0,1
15885,48,5,0,0,13,40,1,0,0,0,0,0,0,1
15886,38,4,0,0,9,40,0,1,0,0,0,0,0,1
15887,28,3,0,0,10,40,1,0,0,0,0,0,0,1
15888,68,7,0,0,10,40,0,0,0,0,1,0,1,0
15889,42,5,14084,0,14,50,0,1,0,0,0,0,1,0
15890,18,1,0,0,7,20,0,0,0,1,0,0,1,0
15891,58,6,0,0,11,40,0,1,0,0,0,0,1,0
15892,27,3,0,0,14,40,0,1,0,0,0,0,0,1
15893,22,2,0,0,9,55,0,0,1,0,0,0,0,1
15894,51,5,0,0,9,40,1,0,0,0,0,0,0,1
15895,25,2,0,0,14,40,0,1,0,0,0,0,1,0
15896,29,3,7298,0,15,48,1,0,0,0,0,0,0,1
15897,33,3,0,0,9,48,0,0,0,1,0,0,0,1
15898,30,3,0,0,9,50,0,1,0,0,0,0,1,0
15899,22,2,0,0,7,40,0,0,0,0,1,0,0,1
15900,58,6,0,0,13,20,0,0,0,1,0,0,1,0
15901,39,4,0,0,6,40,0,0,0,1,0,0,0,1
15902,34,3,0,0,9,40,0,1,0,0,0,0,0,1
15903,35,3,0,0,13,50,1,0,0,0,0,0,0,1
15904,35,3,0,0,10,40,1,0,0,0,0,0,0,1
15905,51,5,0,0,9,40,1,0,0,0,0,0,0,1
15906,49,5,14084,0,9,30,0,0,0,0,1,0,1,0
15907,35,3,0,0,10,60,1,0,0,0,0,0,0,1
15908,27,3,0,0,12,42,0,1,0,0,0,0,1,0
15909,36,4,3908,0,13,40,1,0,0,0,0,0,0,1
15910,28,3,0,0,10,45,0,0,0,0,1,0,1,0
15911,20,1,0,0,9,40,0,0,0,1,0,0,1,0
15912,32,3,0,0,14,48,1,0,0,0,0,0,0,1
15913,69,7,1848,0,9,12,0,0,0,0,1,0,1,0
15914,53,5,0,0,9,40,1,0,0,0,0,0,0,1
15915,49,5,15024,0,14,50,1,0,0,0,0,0,0,1
15916,21,2,0,0,12,35,0,1,0,0,0,0,1,0
15917,44,5,0,0,10,40,1,0,0,0,0,0,0,1
15918,32,3,0,0,10,50,1,0,0,0,0,0,0,1
15919,53,5,0,0,2,50,1,0,0,0,0,0,0,1
15920,47,5,0,0,10,72,0,1,0,0,0,0,1,0
15921,23,2,0,0,10,40,0,0,0,0,0,1,1,0
15922,54,5,0,0,2,40,1,0,0,0,0,0,0,1
15923,44,5,0,0,10,40,0,0,0,0,1,0,1,0
15924,34,3,0,0,13,53,1,0,0,0,0,0,0,1
15925,48,5,0,0,9,60,1,0,0,0,0,0,0,1
15926,26,3,0,0,9,20,0,0,0,0,1,0,1,0
15927,29,3,0,0,11,40,0,1,0,0,0,0,0,1
15928,47,5,0,0,11,60,1,0,0,0,0,0,0,1
15929,34,3,0,0,13,40,0,0,0,0,0,1,1,0
15930,52,5,0,0,4,40,1,0,0,0,0,0,0,1
15931,59,6,0,0,10,50,1,0,0,0,0,0,0,1
15932,42,5,0,0,9,40,1,0,0,0,0,0,0,1
15933,39,4,0,0,9,38,1,0,0,0,0,0,0,1
15934,45,5,0,0,9,40,1,0,0,0,0,0,0,1
15935,35,3,4101,0,10,60,0,1,0,0,0,0,0,1
15936,36,4,0,0,9,40,0,1,0,0,0,0,1,0
15937,32,3,0,0,9,10,0,0,0,0,1,0,0,1
15938,29,3,0,0,9,45,0,1,0,0,0,0,0,1
15939,45,5,0,0,10,64,0,0,0,0,1,0,1,0
15940,42,5,0,0,10,32,0,0,0,0,1,0,1,0
15941,43,5,0,0,11,45,1,0,0,0,0,0,0,1
15942,38,4,0,0,9,70,0,0,0,0,1,0,1,0
15943,27,3,0,0,10,45,0,1,0,0,0,0,0,1
15944,72,7,0,0,4,35,1,0,0,0,0,0,0,1
15945,22,2,0,0,10,40,0,0,0,1,0,0,1,0
15946,28,3,99999,0,9,40,1,0,0,0,0,0,0,1
15947,44,5,0,2547,13,50,0,0,0,0,1,0,0,1
15948,46,5,0,0,13,40,1,0,0,0,0,0,0,1
15949,42,5,0,0,10,40,1,0,0,0,0,0,0,1
15950,29,3,0,0,13,40,0,1,0,0,0,0,0,1
15951,24,2,0,0,9,40,1,0,0,0,0,0,0,1
15952,49,5,0,0,11,40,0,0,0,0,1,0,1,0
15953,28,3,0,0,10,60,0,0,0,1,0,0,0,1
15954,46,5,0,0,9,40,0,0,1,0,0,0,1,0
15955,27,3,3325,0,12,40,0,1,0,0,0,0,0,1
15956,28,3,4650,0,13,48,0,1,0,0,0,0,1,0
15957,43,5,0,0,9,40,0,1,0,0,0,0,0,1
15958,34,3,0,0,13,50,1,0,0,0,0,0,0,1
15959,48,5,0,0,13,55,1,0,0,0,0,0,0,1
15960,52,5,0,0,10,80,1,0,0,0,0,0,0,1
15961,49,5,0,0,9,50,1,0,0,0,0,0,0,1
15962,48,5,14084,0,15,63,0,0,0,0,1,0,0,1
15963,48,5,0,0,9,60,1,0,0,0,0,0,0,1
15964,30,3,0,0,7,40,0,0,0,1,0,0,0,1
15965,32,3,0,0,13,50,1,0,0,0,0,0,0,1
15966,44,5,0,0,10,60,1,0,0,0,0,0,0,1
15967,23,2,0,0,10,20,0,1,0,0,0,0,1,0
15968,36,4,0,0,15,60,1,0,0,0,0,0,0,1
15969,44,5,0,0,10,32,0,0,0,0,1,0,1,0
15970,27,3,0,0,9,40,0,1,0,0,0,0,0,1
15971,46,5,0,0,9,30,1,0,0,0,0,0,0,1
15972,28,3,0,0,11,40,0,1,0,0,0,0,1,0
15973,33,3,0,0,9,40,0,0,0,1,0,0,1,0
15974,25,2,0,0,8,40,0,0,0,1,0,0,0,1
15975,44,5,0,0,7,40,0,1,0,0,0,0,1,0
15976,33,3,0,0,10,40,0,1,0,0,0,0,0,1
15977,36,4,0,0,10,38,0,0,0,0,1,0,1,0
15978,24,2,0,0,9,40,0,1,0,0,0,0,0,1
15979,71,7,0,0,3,40,1,0,0,0,0,0,0,1
15980,37,4,0,0,14,40,0,0,0,0,1,0,1,0
15981,42,5,0,0,10,60,1,0,0,0,0,0,0,1
15982,60,6,0,0,9,30,1,0,0,0,0,0,0,1
15983,27,3,0,0,13,15,0,0,1,0,0,0,1,0
