no,age,education-num,marital-status,occupation,capital-gain,capital-loss,hours-per-week,relationship_ Husband,relationship_ Not-in-family,relationship_ Other-relative,relationship_ Own-child,relationship_ Unmarried,relationship_ Wife,sex_ Female,sex_ Male,race_ Amer-Indian-Eskimo,race_ Asian-Pac-Islander,race_ Black,race_ Other,race_ White
12394,64,14,6,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12395,17,7,0,2,0,0,15,0,0,0,1,0,0,1,0,0,0,0,0,1
12396,38,9,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12397,68,15,2,4,0,0,60,0,0,0,0,1,0,0,1,0,0,0,0,1
12398,23,13,0,2,0,0,60,0,0,0,1,0,0,1,0,0,0,0,0,1
12399,28,10,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12400,36,4,0,1,0,0,75,0,0,0,1,0,0,0,1,0,0,0,0,1
12401,22,10,0,2,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12402,61,4,2,0,0,0,21,0,1,0,0,0,0,1,0,0,0,1,0,0
12403,21,9,6,2,0,0,38,0,0,0,0,0,1,1,0,0,0,0,0,1
12404,41,10,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12405,22,11,0,0,0,0,30,0,0,0,1,0,0,0,1,0,0,0,0,1
12406,20,10,0,2,0,0,30,0,0,0,1,0,0,1,0,0,0,0,0,1
12407,41,9,6,1,0,0,30,1,0,0,0,0,0,0,1,0,0,1,0,0
12408,52,9,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12409,49,13,6,4,0,0,43,0,0,0,0,0,1,1,0,0,0,0,0,1
12410,72,13,2,1,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12411,45,13,6,4,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
12412,28,9,6,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12413,27,9,0,0,0,0,60,0,1,0,0,0,0,0,1,0,0,1,0,0
12414,41,9,6,2,0,0,40,1,0,0,0,0,0,0,1,0,1,0,0,0
12415,55,2,4,0,0,0,30,0,0,0,0,1,0,1,0,0,0,0,0,1
12416,22,10,0,4,0,0,30,0,1,0,0,0,0,0,1,0,0,0,0,1
12417,29,9,0,2,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12418,28,9,0,2,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12419,38,9,0,3,0,0,40,0,0,0,0,1,0,0,1,0,0,1,0,0
12420,19,5,0,2,0,0,20,0,0,0,1,0,0,0,1,0,0,0,0,1
12421,42,12,4,2,0,0,35,0,0,0,1,0,0,0,1,1,0,0,0,0
12422,35,13,6,2,0,0,45,1,0,0,0,0,0,0,1,0,0,0,0,1
12423,23,10,6,4,0,0,30,1,0,0,0,0,0,0,1,0,0,0,0,1
12424,48,13,3,4,0,0,37,0,1,0,0,0,0,0,1,0,0,0,0,1
12425,37,13,0,4,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12426,20,10,0,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12427,64,9,6,2,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
12428,41,10,1,2,0,0,40,0,1,0,0,0,0,0,1,0,0,1,0,0
12429,25,10,6,1,0,0,56,0,0,0,0,0,1,1,0,0,0,1,0,0
12430,30,10,6,4,0,0,40,0,0,0,0,0,1,1,0,0,0,1,0,0
12431,42,12,1,2,0,0,40,0,1,0,0,0,0,1,0,0,0,1,0,0
12432,52,16,6,4,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0,1
12433,55,10,4,0,0,0,40,0,1,0,0,0,0,1,0,0,0,1,0,0
12434,34,10,4,0,0,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
12435,38,10,6,2,0,0,40,1,0,0,0,0,0,0,1,0,1,0,0,0
12436,64,15,2,4,0,2444,40,0,1,0,0,0,0,1,0,0,0,0,0,1
12437,48,13,6,4,0,0,40,1,0,0,0,0,0,0,1,0,1,0,0,0
12438,20,8,0,1,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0,1
12439,36,10,0,2,0,0,36,0,1,0,0,0,0,1,0,0,0,1,0,0
12440,69,9,6,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12441,29,10,6,4,0,0,40,0,0,0,1,0,0,1,0,0,0,1,0,0
12442,32,9,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12443,33,9,6,2,0,0,45,0,0,0,0,0,1,1,0,0,0,0,0,1
12444,35,13,6,4,0,0,60,1,0,0,0,0,0,0,1,0,0,0,0,1
12445,56,14,0,2,0,0,50,0,1,0,0,0,0,0,1,0,0,0,0,1
12446,17,6,0,2,0,0,35,0,0,0,1,0,0,1,0,0,0,0,1,0
12447,19,10,0,1,0,0,20,0,0,0,1,0,0,1,0,0,0,0,0,1
12448,41,9,4,1,0,0,45,0,0,0,0,1,0,1,0,0,0,0,0,1
12449,29,6,1,1,0,0,12,0,0,0,0,1,0,1,0,0,0,0,0,1
12450,29,10,4,1,0,0,48,0,1,0,0,0,0,0,1,0,0,0,0,1
12451,18,7,0,1,0,0,25,0,0,0,1,0,0,1,0,0,0,0,0,1
12452,59,16,6,4,0,0,60,1,0,0,0,0,0,0,1,0,0,0,0,1
12453,21,10,0,1,0,0,35,0,0,0,1,0,0,1,0,0,0,0,0,1
12454,39,10,4,2,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12455,18,3,0,0,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12456,38,10,4,2,0,0,58,0,0,0,1,0,0,0,1,0,0,0,0,1
12457,33,13,6,4,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
12458,20,10,0,2,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1
12459,70,10,4,1,0,0,40,0,1,0,0,0,0,0,1,0,1,0,0,0
12460,56,14,6,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12461,32,9,0,2,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12462,58,13,6,2,0,1902,70,1,0,0,0,0,0,0,1,0,0,0,0,1
12463,46,10,4,4,2036,0,60,0,0,0,0,1,0,1,0,0,0,0,0,1
12464,34,9,6,2,0,0,55,1,0,0,0,0,0,0,1,0,0,0,0,1
12465,35,13,0,2,0,0,50,0,1,0,0,0,0,0,1,0,0,0,0,1
12466,28,9,1,4,0,0,50,0,0,0,0,1,0,1,0,0,0,0,0,1
12467,52,13,4,2,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,1
12468,21,9,0,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12469,39,9,4,0,5455,0,40,0,0,0,0,1,0,1,0,0,0,1,0,0
12470,62,13,6,1,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1
12471,26,9,0,1,0,1380,40,0,0,0,0,1,0,0,1,0,0,1,0,0
12472,74,9,2,1,0,0,28,0,1,0,0,0,0,1,0,0,0,0,0,1
12473,40,10,1,0,0,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
12474,52,7,6,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,1,0
12475,34,9,0,0,0,0,35,0,0,0,0,1,0,1,0,0,0,1,0,0
12476,41,13,4,4,0,0,45,0,0,0,0,1,0,1,0,0,0,0,0,1
12477,32,9,6,2,0,0,20,1,0,0,0,0,0,0,1,0,0,0,0,1
12478,48,11,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12479,41,15,4,4,0,0,45,0,1,0,0,0,0,0,1,0,0,0,0,1
12480,20,10,0,0,0,0,30,0,1,0,0,0,0,0,1,0,0,0,0,1
12481,28,9,6,1,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
12482,29,9,6,2,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
12483,41,9,0,2,0,0,40,0,0,0,0,1,0,0,1,0,0,0,0,1
12484,24,13,4,1,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
12485,51,10,6,4,0,0,60,1,0,0,0,0,0,0,1,1,0,0,0,0
12486,46,13,4,1,0,2258,50,0,0,1,0,0,0,0,1,0,0,0,0,1
12487,20,10,0,3,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12488,48,9,6,0,0,0,16,0,0,0,0,0,1,1,0,0,0,0,0,1
12489,34,10,6,2,0,1485,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12490,35,13,1,2,0,0,50,0,1,0,0,0,0,0,1,0,0,0,0,1
12491,45,9,6,2,5178,0,40,0,0,0,0,0,1,1,0,0,0,0,0,1
12492,25,9,0,0,0,0,25,0,0,0,1,0,0,1,0,0,0,0,0,1
12493,39,9,6,2,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
12494,33,13,6,4,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12495,43,12,0,2,0,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
12496,36,9,0,2,0,0,45,0,1,0,0,0,0,0,1,0,0,0,0,1
12497,29,9,4,1,0,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
12498,66,10,6,2,0,1258,20,1,0,0,0,0,0,0,1,0,0,0,0,1
12499,35,14,6,4,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12500,77,4,6,1,0,0,30,1,0,0,0,0,0,0,1,0,0,0,1,0
12501,36,9,6,1,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0,1
12502,17,6,0,0,0,0,24,0,0,0,1,0,0,0,1,0,0,0,0,1
12503,23,10,0,2,0,0,30,0,1,0,0,0,0,0,1,0,0,0,0,1
12504,48,10,4,2,0,0,16,0,1,0,0,0,0,1,0,0,0,0,0,1
12505,18,9,0,0,0,0,28,0,1,0,0,0,0,1,0,0,0,0,0,1
12506,30,10,4,4,0,0,40,0,1,0,0,0,0,0,1,0,0,1,0,0
12507,51,9,6,1,0,0,60,1,0,0,0,0,0,0,1,0,0,0,0,1
12508,55,3,6,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12509,26,9,0,2,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12510,60,11,6,2,0,0,15,0,0,0,0,0,1,1,0,0,0,0,0,1
12511,47,9,4,0,0,0,40,0,0,0,1,0,0,1,0,0,0,1,0,0
12512,36,9,6,2,0,0,45,1,0,0,0,0,0,0,1,0,0,0,0,1
12513,38,10,4,1,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12514,31,14,6,2,0,0,40,1,0,0,0,0,0,0,1,0,1,0,0,0
12515,23,10,0,1,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,1
12516,58,10,6,4,7298,0,60,1,0,0,0,0,0,0,1,0,0,0,0,1
12517,33,10,1,4,10520,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12518,39,7,6,0,2407,0,70,1,0,0,0,0,0,0,1,0,0,0,0,1
12519,53,9,6,0,0,0,40,1,0,0,0,0,0,0,1,0,0,1,0,0
12520,77,9,2,2,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,1
12521,20,9,0,2,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0,1
12522,42,9,6,4,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12523,38,9,0,0,0,0,40,0,0,0,1,0,0,0,1,0,0,1,0,0
12524,26,13,0,4,0,0,50,0,1,0,0,0,0,0,1,0,0,0,0,1
12525,25,10,0,1,0,0,15,0,0,0,1,0,0,0,1,0,0,0,0,1
12526,37,9,4,4,0,0,70,0,1,0,0,0,0,1,0,0,1,0,0,0
12527,51,10,4,1,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
12528,50,13,6,4,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
12529,45,9,6,1,0,0,44,1,0,0,0,0,0,0,1,0,0,0,0,1
12530,53,15,4,4,25236,0,60,0,0,0,0,1,0,0,1,0,0,0,0,1
12531,54,13,6,4,3103,0,40,0,0,0,0,0,1,1,0,0,0,0,0,1
12532,31,13,0,2,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
12533,61,4,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12534,36,15,4,4,99999,0,45,0,1,0,0,0,0,0,1,0,0,0,0,1
12535,39,13,6,2,0,0,30,0,0,0,0,0,1,1,0,0,0,0,0,1
12536,42,12,6,2,0,0,45,1,0,0,0,0,0,0,1,0,0,0,0,1
12537,33,15,6,4,7688,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
12538,19,7,0,0,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12539,37,15,6,4,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
12540,36,13,0,4,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
12541,22,9,0,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12542,30,6,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12543,58,9,6,1,0,0,60,1,0,0,0,0,0,0,1,0,0,0,0,1
12544,55,10,6,2,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
12545,42,10,6,3,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12546,17,6,0,1,0,0,20,0,0,0,1,0,0,1,0,0,0,0,0,1
12547,54,9,6,4,0,0,30,1,0,0,0,0,0,0,1,0,0,0,0,1
12548,22,9,0,1,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
12549,45,14,4,4,0,0,55,0,0,0,1,0,0,1,0,0,0,0,0,1
12550,26,13,0,1,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0,1
12551,34,13,6,4,0,0,46,0,0,0,0,0,1,1,0,0,0,0,0,1
12552,49,4,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12553,36,9,4,1,0,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
12554,38,15,0,4,0,2824,45,0,1,0,0,0,0,0,1,0,0,0,0,1
12555,43,10,4,1,0,0,50,0,1,0,0,0,0,0,1,0,0,1,0,0
12556,50,9,6,1,7298,0,45,1,0,0,0,0,0,0,1,0,0,0,0,1
12557,42,9,4,1,0,0,40,0,1,0,0,0,0,0,1,0,0,1,0,0
12558,52,9,4,2,0,0,40,0,0,0,0,1,0,0,1,0,0,1,0,0
12559,33,10,0,1,0,0,98,0,0,0,1,0,0,0,1,0,0,0,0,1
12560,46,13,4,2,0,0,40,0,0,0,0,1,0,0,1,0,0,0,0,1
12561,38,13,6,4,0,0,20,0,0,0,0,0,1,1,0,0,0,0,0,1
12562,26,9,0,1,0,0,35,0,0,0,0,1,0,1,0,0,0,0,0,1
12563,18,7,0,2,0,0,20,0,0,0,1,0,0,1,0,0,0,0,0,1
12564,42,14,6,4,0,0,38,1,0,0,0,0,0,0,1,0,0,0,0,1
12565,20,10,0,2,0,0,20,0,0,0,1,0,0,1,0,0,0,0,0,1
12566,67,10,2,2,0,0,18,0,1,0,0,0,0,0,1,0,0,0,0,1
12567,29,11,0,2,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12568,53,4,4,1,0,0,56,0,0,0,0,1,0,1,0,0,0,1,0,0
12569,31,9,0,1,0,2001,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12570,49,9,4,2,0,1669,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12571,18,6,0,0,0,0,20,0,0,0,1,0,0,0,1,0,0,0,0,1
12572,40,13,6,4,0,0,20,0,0,0,0,0,1,1,0,0,0,0,0,1
12573,42,9,4,0,0,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
12574,70,10,4,0,0,0,80,0,1,0,0,0,0,0,1,0,0,0,0,1
12575,25,12,0,2,0,2001,30,0,1,0,0,0,0,1,0,0,0,0,0,1
12576,35,13,6,4,0,0,60,1,0,0,0,0,0,0,1,0,0,0,0,1
12577,23,9,4,3,0,0,40,0,1,0,0,0,0,0,1,0,0,1,0,0
12578,48,10,0,2,0,0,40,0,1,0,0,0,0,1,0,0,0,1,0,0
12579,22,9,0,2,0,0,55,0,0,0,1,0,0,0,1,0,0,0,0,1
12580,25,10,0,1,0,0,50,0,0,0,1,0,0,1,0,0,0,0,0,1
12581,40,6,4,1,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12582,42,14,4,4,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12583,32,13,6,1,0,0,38,1,0,0,0,0,0,0,1,0,0,0,0,1
12584,59,10,6,2,0,0,70,1,0,0,0,0,0,0,1,0,0,0,0,1
12585,77,9,6,4,0,0,35,1,0,0,0,0,0,0,1,0,0,0,0,1
12586,21,10,0,0,0,0,25,0,0,0,1,0,0,0,1,0,0,0,0,1
12587,64,9,2,1,0,0,32,0,1,0,0,0,0,0,1,0,0,0,0,1
12588,58,13,1,4,4787,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12589,40,13,4,4,0,0,35,0,0,0,0,1,0,1,0,0,0,0,0,1
12590,23,9,0,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12591,32,9,0,0,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0,1
12592,26,9,0,0,0,0,25,0,0,0,0,1,0,0,1,0,0,0,0,1
12593,42,9,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12594,29,13,6,4,7688,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12595,27,9,0,2,0,0,20,0,0,0,1,0,0,0,1,0,0,0,0,1
12596,50,4,4,2,0,0,30,0,1,0,0,0,0,1,0,0,0,0,0,1
12597,29,9,0,2,0,0,35,0,1,0,0,0,0,1,0,0,0,0,0,1
12598,32,9,6,0,2829,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12599,55,14,6,4,4386,0,10,1,0,0,0,0,0,0,1,0,0,0,0,1
12600,22,10,0,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12601,32,13,0,4,0,0,50,0,1,0,0,0,0,0,1,0,0,0,0,1
12602,42,13,4,4,0,0,50,0,1,0,0,0,0,0,1,0,0,0,0,1
12603,26,13,0,4,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
12604,48,14,4,0,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12605,55,13,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12606,39,11,1,1,594,0,40,0,0,0,1,0,0,1,0,0,0,0,0,1
12607,25,9,0,1,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12608,28,9,0,4,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12609,37,9,4,2,0,0,38,0,0,0,0,1,0,0,1,0,0,0,0,1
12610,37,9,4,1,0,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
12611,41,9,0,0,0,1980,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12612,37,11,0,4,5455,0,40,0,0,0,0,1,0,1,0,0,0,1,0,0
12613,38,10,6,2,7688,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12614,31,13,6,4,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
12615,19,8,0,0,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12616,39,10,6,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12617,27,10,0,1,0,0,30,0,0,0,1,0,0,0,1,0,0,0,0,1
12618,28,9,6,1,0,0,40,1,0,0,0,0,0,0,1,0,1,0,0,0
12619,61,13,6,1,4386,0,15,1,0,0,0,0,0,0,1,0,0,0,0,1
12620,43,13,6,4,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
12621,46,14,6,4,0,2392,50,1,0,0,0,0,0,0,1,0,0,0,0,1
12622,22,4,0,0,0,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
12623,35,14,6,4,0,1977,45,1,0,0,0,0,0,0,1,0,0,0,0,1
12624,36,15,6,1,0,0,15,0,0,0,0,0,1,1,0,0,0,0,0,1
12625,40,14,0,4,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12626,37,7,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12627,20,9,6,1,0,0,32,0,0,1,0,0,0,1,0,0,0,0,0,1
12628,23,13,0,4,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
12629,59,14,6,4,0,0,10,0,0,0,0,0,1,1,0,0,0,0,0,1
12630,46,9,4,1,0,0,45,0,0,0,1,0,0,1,0,0,0,0,0,1
12631,19,9,5,1,0,0,25,0,0,0,0,0,1,1,0,0,0,0,0,1
12632,32,9,0,2,0,0,40,0,1,0,0,0,0,0,1,1,0,0,0,0
12633,18,10,0,1,0,0,16,0,1,0,0,0,0,1,0,0,0,0,0,1
12634,45,13,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12635,21,7,0,1,0,0,15,0,0,0,1,0,0,0,1,0,0,0,0,1
12636,54,13,6,4,15024,0,60,1,0,0,0,0,0,0,1,0,1,0,0,0
12637,35,7,6,4,0,0,32,0,0,0,0,0,1,1,0,0,0,1,0,0
12638,20,10,0,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12639,22,10,0,1,0,0,43,0,1,0,0,0,0,0,1,0,0,0,0,1
12640,42,13,6,1,0,0,40,0,0,0,0,0,1,1,0,0,0,1,0,0
12641,21,10,0,0,0,0,16,0,1,0,0,0,0,1,0,0,0,0,0,1
12642,51,10,4,4,0,0,50,0,1,0,0,0,0,1,0,0,0,0,0,1
12643,28,13,0,4,0,0,45,0,0,0,1,0,0,1,0,0,0,0,0,1
12644,52,9,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12645,29,9,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12646,69,13,4,0,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12647,41,13,6,4,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
12648,59,9,6,2,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
12649,41,9,4,2,0,0,40,0,0,0,0,1,0,0,1,0,0,0,0,1
12650,40,9,4,1,0,0,40,0,1,0,0,0,0,0,1,0,0,1,0,0
12651,25,10,0,4,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12652,26,13,0,3,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12653,42,14,0,4,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12654,47,10,2,0,0,0,35,0,1,0,0,0,0,1,0,0,0,0,0,1
12655,24,9,0,1,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12656,42,9,1,0,0,0,22,0,1,0,0,0,0,1,0,0,0,0,0,1
12657,53,9,6,2,0,1740,40,1,0,0,0,0,0,0,1,0,0,1,0,0
12658,38,11,4,4,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12659,30,10,0,1,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
12660,39,9,2,1,0,0,40,0,0,0,0,1,0,1,0,0,0,1,0,0
12661,56,4,6,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12662,25,9,0,1,0,0,45,0,0,0,0,1,0,0,1,0,0,1,0,0
12663,21,7,6,0,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12664,25,9,0,0,0,0,35,0,1,0,0,0,0,1,0,0,0,1,0,0
12665,59,14,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12666,55,9,4,1,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
12667,44,13,1,4,0,0,60,0,0,0,0,1,0,1,0,0,0,1,0,0
12668,40,6,6,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12669,21,9,0,0,0,0,38,0,0,1,0,0,0,0,1,0,0,0,0,1
12670,38,10,4,2,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12671,55,15,6,4,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12672,45,9,6,4,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12673,31,10,6,1,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0,1
12674,30,13,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12675,28,14,0,4,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
12676,35,9,6,1,0,0,35,1,0,0,0,0,0,0,1,0,0,0,0,1
12677,28,10,0,1,0,0,48,0,1,0,0,0,0,0,1,0,1,0,0,0
12678,46,11,6,4,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12679,46,11,6,4,0,0,60,1,0,0,0,0,0,0,1,0,0,0,0,1
12680,71,14,6,1,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,1
12681,37,9,4,0,0,0,50,0,0,1,0,0,0,1,0,0,0,0,0,1
12682,38,10,6,0,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12683,22,10,0,2,0,0,18,0,0,1,0,0,0,1,0,0,0,0,0,1
12684,17,8,0,1,0,0,40,0,0,0,1,0,0,1,0,0,0,0,1,0
12685,35,9,4,0,0,0,30,0,0,0,0,1,0,1,0,0,0,0,0,1
12686,54,14,6,4,0,0,45,1,0,0,0,0,0,0,1,0,0,0,0,1
12687,19,10,0,1,0,0,30,0,1,0,0,0,0,1,0,0,0,0,0,1
12688,48,11,6,0,0,0,56,1,0,0,0,0,0,0,1,0,1,0,0,0
12689,50,7,0,0,0,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
12690,51,9,6,2,0,0,45,1,0,0,0,0,0,0,1,0,0,0,0,1
12691,39,13,6,4,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
12692,57,7,6,2,0,0,15,1,0,0,0,0,0,0,1,0,0,0,0,1
12693,25,13,0,2,0,0,44,0,0,0,0,1,0,0,1,0,1,0,0,0
12694,62,5,2,0,0,0,25,0,0,0,0,1,0,1,0,0,0,1,0,0
12695,30,11,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12696,47,14,0,4,0,0,35,0,1,0,0,0,0,1,0,0,0,0,0,1
12697,55,13,6,2,0,0,60,1,0,0,0,0,0,0,1,0,0,0,0,1
12698,24,7,6,2,0,0,65,1,0,0,0,0,0,0,1,0,0,0,0,1
12699,36,12,4,2,0,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
12700,23,11,0,1,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
12701,32,13,6,4,0,0,55,1,0,0,0,0,0,0,1,0,0,0,0,1
12702,49,14,6,2,99999,0,80,1,0,0,0,0,0,0,1,0,0,0,0,1
12703,34,11,6,2,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
12704,23,9,0,2,0,0,16,0,0,0,1,0,0,1,0,0,0,1,0,0
12705,59,15,6,4,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12706,32,10,0,2,0,0,38,0,1,0,0,0,0,0,1,0,0,0,0,1
12707,70,11,6,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12708,24,13,0,2,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
12709,90,12,6,1,0,0,20,1,0,0,0,0,0,0,1,0,1,0,0,0
12710,46,14,6,4,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
12711,44,13,4,2,27828,0,60,0,1,0,0,0,0,1,0,0,0,0,0,1
12712,66,4,2,0,0,0,10,0,1,0,0,0,0,1,0,0,0,1,0,0
12713,49,10,4,1,0,0,44,0,1,0,0,0,0,1,0,0,0,0,0,1
12714,27,14,0,4,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
