Id,Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price
1433,Brunswick West,542 Albion St,5,h,PI,Jellis,22/08/2016,5.9,3055,5,2,3,553,193,1920,Moreland,-37.7576,144.9348,Northern Metropolitan,7082,1200000
11425,Meadow Heights,7 Dalton Ct,4,h,S,Raine,15/07/2017,17.4,3048,4,2,2,665,665,,Hume,-37.64993,144.92955,Northern Metropolitan,4704,570000
11706,Highett,9 Barnet St,3,h,S,Whiting,22/07/2017,16,3190,3,2,2,725,,,Bayside,-37.95008,145.03203,Southern Metropolitan,4794,1460000
905,Bentleigh East,1 Jassa St,3,h,S,Woodards,19/11/2016,13.9,3165,3,1,2,686,122,1950,Glen Eira,-37.9113,145.0765,Southern Metropolitan,10969,1352000
2649,Flemington,4 Farnham St,3,h,S,Nelson,27/11/2016,4.4,3031,3,1,1,244,84,1940,Moonee Valley,-37.7823,144.9278,Northern Metropolitan,3593,1115000
11748,Mount Waverley,4 William St,4,h,SP,Jellis,22/07/2017,14.2,3149,4,2,2,766,,,Monash,-37.88043,145.13062,Eastern Metropolitan,13366,1750000
2116,Collingwood,8/115 Oxford St,2,u,VB,Nelson,25/02/2017,1.6,3066,2,1,1,0,91,1900,Yarra,-37.8026,144.9848,Northern Metropolitan,4553,800000
13166,Edithvale,77 Fraser Av,3,h,S,hockingstuart,23/09/2017,27,3196,3,1,1,441,,,,-38.03804,145.11728,South-Eastern Metropolitan,2546,837000
9343,Taylors Hill,16 Kirribilli Bvd,3,h,PI,Barry,3/06/2017,18,3037,3,2,2,666,231,2005,Melton,-37.71594,144.7415,Western Metropolitan,4242,680000
5196,Reservoir,2/15 Delaware St,3,h,VB,Ray,23/04/2016,11.2,3073,2,2,2,185,,,Darebin,-37.7211,145.0147,Northern Metropolitan,21650,450000
1612,Camberwell,64A Christowel St,2,h,S,Noel,25/02/2017,7.8,3124,2,1,2,400,,,Boroondara,-37.8393,145.0662,Southern Metropolitan,8920,1470000
2606,Fitzroy North,717 Brunswick St,3,h,S,Collins,27/11/2016,3.5,3068,3,2,0,127,135,1890,Yarra,-37.7851,144.9809,Northern Metropolitan,6244,1300000
7205,Ormond,1 Carcoola Ct,3,h,S,Woodards,25/02/2017,11.8,3204,3,2,2,0,163,1980,Glen Eira,-37.9071,145.0439,Southern Metropolitan,3578,1470000
7873,Footscray,7/75 Droop St,2,u,PI,McGrath,20/05/2017,6.4,3011,2,1,1,761,,,Maribyrnong,-37.7953,144.8957,Western Metropolitan,7570,360000
8802,Essendon,1/8 Graves St,3,t,S,Brad,1/07/2017,7.5,3040,3,1,2,177,3,,Moonee Valley,-37.7401,144.89674,Western Metropolitan,9264,864000
8595,Elsternwick,24 Clarence St,3,h,S,Biggin,20/05/2017,8.5,3185,3,2,2,439,,1912,Glen Eira,-37.892,145.0103,Southern Metropolitan,4898,1940000
12074,Melbourne,713/118 Russell St,2,u,PI,Harcourts,29/07/2017,0,3000,2,1,0,0,,1950,Melbourne,-37.81351,144.96908,Northern Metropolitan,17496,540000
12717,Essendon,50 Ogilvie St,3,h,S,Brad,16/09/2017,7.5,3040,3,1,2,658,183,1950,,-37.75009,144.89271,Western Metropolitan,9264,1150000
12994,Hampton,39 Crisp St,5,h,S,hockingstuart,19/08/2017,13.8,3188,5,4,2,627,,,,-37.94109,145.00648,Southern Metropolitan,5454,2500000
848,Bentleigh East,53 Purtell St,3,h,S,Woodards,13/08/2016,13.9,3165,3,2,4,684,,,Glen Eira,-37.926,145.0551,Southern Metropolitan,10969,1307000
2052,Coburg North,19A Tilley St,4,h,PI,Jellis,10/12/2016,9.2,3058,4,3,2,501,258,2016,Moreland,-37.7266,144.9823,Northern Metropolitan,3445,1050000
3176,Hawthorn,11/70 Church St,3,u,S,Jellis,18/03/2017,4.6,3122,3,1,1,0,75,1970,Boroondara,-37.8153,145.021,Southern Metropolitan,11308,630000
1952,Coburg,56 The Grove,6,h,VB,hockingstuart,10/12/2016,7.8,3058,6,2,2,1060,,,Moreland,-37.7523,144.9725,Northern Metropolitan,11204,1900000
8216,Pascoe Vale,5 Sims St,3,h,S,hockingstuart,13/05/2017,9.9,3044,3,1,2,321,94,1950,Moreland,-37.7242,144.9424,Northern Metropolitan,7485,708000
13097,Armadale,22 Gladstone Av,3,h,VB,hockingstuart,23/09/2017,6.3,3143,3,1,,230,115,1900,,-37.86275,145.02364,Southern Metropolitan,4836,1500000
10993,Dingley Village,56 Jacks Av,3,h,S,Buxton,12/08/2017,22.2,3172,3,1,1,545,,,Kingston,-37.98504,145.12892,South-Eastern Metropolitan,3940,736000
13507,Niddrie,44 Shaw St,3,h,SP,Frank,26/08/2017,10.4,3042,3,1,3,650,,,,-37.74009,144.88736,Western Metropolitan,2291,1305000
5009,Preston,11 Inverloch St,3,h,S,Barry,27/11/2016,8.8,3072,3,2,3,502,,,Darebin,-37.7406,145.0155,Northern Metropolitan,14577,1330000
5896,Strathmore,25 Hayes Rd,5,h,S,Barry,12/06/2016,9.7,3041,5,3,2,617,347,1990,Moonee Valley,-37.7386,144.917,Western Metropolitan,3284,1440000
4872,Prahran,49/6 Williams Rd,1,u,SP,Buxton,28/08/2016,4.5,3181,1,1,1,0,,,Stonnington,-37.8584,145.0017,Southern Metropolitan,7717,240000
8788,Dandenong North,52 Simpson Dr,3,h,SP,O'Brien,1/07/2017,24.7,3175,3,1,2,751,,,Greater Dandenong,-37.96609,145.21997,South-Eastern Metropolitan,8322,760000
7037,Heidelberg,7/75 Rosanna Rd,2,h,PI,Purplebricks,10/12/2016,10.6,3084,2,1,1,187,89,1980,Banyule,-37.7518,145.0698,Eastern Metropolitan,2890,490000
6729,Aberfeldie,8/257 Buckley St,2,u,S,Brad,7/05/2016,9.1,3040,2,1,1,976,71,2000,Moonee Valley,-37.7557,144.9037,Western Metropolitan,1543,470000
5440,Richmond,5 Union St,3,h,S,Biggin,30/07/2016,2.6,3121,3,1,2,248,100,1900,Yarra,-37.8185,144.9935,Northern Metropolitan,14949,1520000
11933,Carlton North,384 Canning St,2,h,S,hockingstuart,29/07/2017,3.5,3054,2,1,1,173,,,Yarra,-37.78829,144.97476,Northern Metropolitan,3106,1690000
11094,Kew,3/32 Wimba Av,2,u,VB,Jellis,12/08/2017,5.4,3101,2,2,1,0,108,1950,Boroondara,-37.80593,145.05121,Southern Metropolitan,10331,860000
8168,Northcote,67 Charles St,2,h,SP,Jellis,20/05/2017,5.5,3070,2,1,1,189,,,Darebin,-37.7767,144.9924,Northern Metropolitan,11364,1100000
10732,Maidstone,1/1 Clarendon St,3,t,PI,Jas,8/07/2017,6.4,3012,3,2,2,159,128,2016,Maribyrnong,-37.78502,144.86733,Western Metropolitan,3873,650000
1560,Camberwell,49 Christowel St,5,h,VB,Marshall,3/12/2016,7.8,3124,5,4,1,708,348,1940,Boroondara,-37.8386,145.067,Southern Metropolitan,8920,2600000
7857,Flemington,20 Bryant St,5,h,PI,Nelson,13/05/2017,4.4,3031,5,1,1,432,200,1915,Moonee Valley,-37.7859,144.9323,Northern Metropolitan,3593,1550000
5630,South Yarra,8/57 Adams St,1,u,S,Williams,12/11/2016,3.3,3141,1,1,1,630,,,Melbourne,-37.8356,144.9773,Southern Metropolitan,14887,555000
12433,Ascot Vale,18 Ascot St,3,h,PI,Nelson,9/09/2017,4.3,3032,3,2,3,388,92,1950,,-37.7822,144.92042,Western Metropolitan,6567,870000
5810,St Kilda,3/11 Burnett St,1,u,SP,Wilson,12/11/2016,6.1,3182,1,1,0,954,,1945,Port Phillip,-37.8612,144.9804,Southern Metropolitan,13240,420000
4055,Moonee Ponds,10 Chaucer St,5,h,S,Jellis,4/03/2017,6.9,3039,5,1,1,584,,,Moonee Valley,-37.7696,144.9229,Western Metropolitan,6232,1730000
11970,Doncaster East,10 Heysen Gr,4,h,S,Philip,29/07/2017,14.3,3109,4,2,2,511,,1988,Manningham,-37.77746,145.17161,Eastern Metropolitan,10999,1225000
10215,Craigieburn,77 Huntington Dr,3,h,S,Ray,27/05/2017,20.6,3064,3,2,1,280,127,2010,Hume,-37.57056,144.91751,Northern Metropolitan,15510,430000
8266,Preston,3 Carthew Gr,4,h,S,Nelson,13/05/2017,8.8,3072,4,1,2,521,146,1935,Darebin,-37.7506,144.99,Northern Metropolitan,14577,1075000
9227,Melton South,1 Tamar Dr,4,h,S,Raine,3/06/2017,29.8,3338,4,2,1,766,147,1980,Melton,-37.69791,144.5807,Western Victoria,4718,355000
7012,Hawthorn East,91 Rathmines Rd,4,h,S,Marshall,22/08/2016,7.5,3123,4,2,2,556,220,1900,Boroondara,-37.8204,145.0516,Southern Metropolitan,6482,2350000
10166,Brunswick West,8/47 Murray St,1,u,S,Frank,27/05/2017,5.2,3055,1,1,1,41,,1975,Moreland,-37.75953,144.94094,Northern Metropolitan,7082,263100
6215,Templestowe Lower,253 Thompsons Rd,4,h,VB,hockingstuart,13/08/2016,13.8,3107,4,3,2,728,164,1970,Manningham,-37.768,145.1027,Eastern Metropolitan,5420,1000000
6673,Yarraville,4/16 Dean St,3,t,VB,iOne,16/04/2016,7,3013,3,3,1,0,141,2014,Maribyrnong,-37.8194,144.8826,Western Metropolitan,6543,620000
12445,Bentleigh,17 Ardwick St,3,h,S,Greg,9/09/2017,11.4,3204,3,1,2,628,,,,-37.92716,145.03778,Southern Metropolitan,6795,1532000
7364,Cremorne,204/8 Balmain St,1,u,SP,Dingle,16/07/2016,2.5,3121,1,1,1,0,,2007,Yarra,-37.8299,144.9907,Northern Metropolitan,1123,405000
11277,Avondale Heights,9 Thompson St,4,h,S,Moonee,15/07/2017,9.5,3034,4,2,1,581,163,1975,Moonee Valley,-37.76421,144.85594,Western Metropolitan,4502,934000
11338,Donvale,14 Sturdee Rd,3,h,S,Fletchers,15/07/2017,16.1,3111,3,1,2,720,116,1960,Manningham,-37.80349,145.19666,Eastern Metropolitan,4790,904000
6537,Williamstown,5 Ellery La,3,t,S,Sweeney,25/02/2017,8,3016,3,2,1,151,148,,Hobsons Bay,-37.8666,144.9058,Western Metropolitan,6380,965000
12107,Northcote,120 Darebin Rd,3,h,S,Nelson,29/07/2017,5.3,3070,3,1,4,693,,,Darebin,-37.76433,145.00813,Northern Metropolitan,11364,1610000
10926,Brighton East,638 Hawthorn Rd,4,h,S,Nick,12/08/2017,10.3,3187,4,2,2,619,,,Bayside,-37.90344,145.01856,Southern Metropolitan,6938,2000000
8204,Parkville,21 Morrah St,4,h,S,Collins,13/05/2017,2.6,3052,4,3,1,289,,,Melbourne,-37.7959,144.9569,Northern Metropolitan,2309,3970000
6403,Toorak,28 Bruce St,3,h,SP,Castran,28/05/2016,4.6,3142,3,3,2,575,205,1930,Stonnington,-37.8375,145.0092,Southern Metropolitan,7217,2250000
7785,Cremorne,25 Dover St,2,h,S,Biggin,8/04/2017,2.5,3121,2,1,0,117,,,Yarra,-37.8262,144.9922,Northern Metropolitan,1123,855000
10202,Clayton,7 Jaguar Dr,4,h,S,Buxton,27/05/2017,16.7,3168,4,2,2,735,130,1970,Monash,-37.92374,145.13222,South-Eastern Metropolitan,5837,1040000
2755,Glen Iris,6 Chester St,3,h,PI,Fletchers,4/06/2016,9.2,3146,3,2,1,704,134,1940,Boroondara,-37.852,145.0942,Southern Metropolitan,10412,1360000
13515,Ormond,5 Stewart St,4,h,PI,Jellis,26/08/2017,11.4,3204,4,2,2,663,,1995,,-37.90617,145.02875,Southern Metropolitan,3578,1870000
11617,Camberwell,4 Lynden St,3,h,S,Ham,22/07/2017,7.7,3124,3,2,4,605,,,Boroondara,-37.83856,145.08602,Southern Metropolitan,8920,1830000
12253,Camberwell,78 Bowen St,4,h,S,Kay,3/09/2017,7.7,3124,4,3,2,947,,,,-37.84457,145.06218,Southern Metropolitan,8920,4060000
5699,South Yarra,6/16 Cromwell Rd,2,u,VB,Jellis,27/11/2016,3.3,3141,2,1,1,0,,1970,Stonnington,-37.845,145.0001,Southern Metropolitan,14887,470000
416,Ashwood,1/136 High Street Rd,3,h,PI,Fletchers,7/11/2016,12.2,3147,3,2,4,400,94,1950,Monash,-37.8675,145.106,Southern Metropolitan,2894,761000
12977,Footscray,28 Central Av,2,h,SP,Jas,19/08/2017,5.1,3011,2,1,1,241,91,1915,,-37.79583,144.89406,Western Metropolitan,7570,942000
11205,St Kilda,12/14 Chapel St,2,u,SP,McGrath,12/08/2017,5,3182,2,1,0,0,107,1950,Port Phillip,-37.86257,144.99161,Southern Metropolitan,13240,701000
5845,St Kilda,4/66 Alma Rd,2,u,PI,McGrath,19/11/2016,6.1,3182,2,1,1,0,,,Port Phillip,-37.861,144.9891,Southern Metropolitan,13240,535000
8153,Niddrie,2/34 Haldane Rd,2,u,VB,Barry,20/05/2017,11.2,3042,2,1,1,167,69,2013,Moonee Valley,-37.7343,144.8824,Western Metropolitan,2291,510000
11558,Aberfeldie,5 Aroona Ct,3,h,SP,Raine,22/07/2017,7.5,3040,3,2,2,673,136,1965,Moonee Valley,-37.76316,144.89799,Western Metropolitan,1543,1680000
11396,Hoppers Crossing,30 Don Av,3,h,S,Reliance,15/07/2017,18.4,3029,3,2,4,578,129.7,1972,Wyndham,-37.87326,144.69103,Western Metropolitan,13830,536500
4615,Pascoe Vale,9/12 Pascoe St,2,h,S,D'Aprano,7/05/2016,9.9,3044,2,1,1,111,67,1987,Moreland,-37.7152,144.9349,Northern Metropolitan,7485,386000
5772,St Kilda,71 Barkly St,5,h,VB,Wilson,4/03/2017,6.1,3182,5,2,2,436,,1910,Port Phillip,-37.8618,144.982,Southern Metropolitan,13240,2000000
10601,Brunswick East,219 Glenlyon Rd,3,h,PI,Woodards,8/07/2017,4,3057,3,2,1,161,190,1890,Moreland,-37.77289,144.97503,Northern Metropolitan,5533,1330000
10377,Lalor,3/103 Cyprus St,2,u,S,Harcourts,27/05/2017,16.3,3075,2,1,2,138,,,Whittlesea,-37.67527,145.02775,Northern Metropolitan,8279,383000
2124,Doncaster,39 Frederick St,4,t,S,Barry,3/12/2016,13.9,3108,4,2,2,242,,,Manningham,-37.7915,145.1258,Eastern Metropolitan,9028,855000
10745,Mentone,1/1 Franklin St,3,t,S,hockingstuart,8/07/2017,20,3194,3,1,2,331,157.9352,1989,Kingston,-37.97759,145.06482,South-Eastern Metropolitan,6162,940000
8891,Mount Waverley,26 Malcolm Ct,5,h,S,Jellis,1/07/2017,14.2,3149,5,3,3,728,,,Monash,-37.8778,145.11236,Eastern Metropolitan,13366,1600000
7238,West Footscray,45 Hansen St,3,h,S,Jas,10/12/2016,8.2,3012,3,1,2,347,113,1925,Maribyrnong,-37.8067,144.8761,Western Metropolitan,5058,967000
6367,Toorak,11 Church St,3,t,VB,Kay,12/06/2016,4.6,3142,3,2,2,294,220,2010,Stonnington,-37.8503,145.0292,Southern Metropolitan,7217,2700000
7255,West Footscray,6 Fontein St,5,h,PI,Biggin,18/06/2016,8.2,3012,3,1,1,466,,,Maribyrnong,-37.8008,144.8665,Western Metropolitan,5058,691000
6099,Sunshine West,22 Bambara Ct,4,h,S,Douglas,27/11/2016,13.5,3020,4,2,4,759,198,1975,Brimbank,-37.7951,144.8213,Western Metropolitan,6763,705000
7382,South Kingsville,58 Kernot St,4,t,SP,Sweeney,16/04/2016,9.1,3015,4,3,1,662,265,2016,Hobsons Bay,-37.8307,144.8725,Western Metropolitan,984,915000
2143,Doncaster,4 Colston Cl,4,h,PI,Barry,10/12/2016,13.9,3108,4,2,2,780,,,Manningham,-37.7955,145.139,Eastern Metropolitan,9028,1250000
4661,Pascoe Vale,6 Olive Gr,4,h,VB,Brad,19/11/2016,9.9,3044,4,1,1,556,,,Moreland,-37.7289,144.9412,Northern Metropolitan,7485,780000
8233,Port Melbourne,204/52 Nott St,2,u,S,Biggin,13/05/2017,3.8,3207,2,1,1,7159,61,2008,Port Phillip,-37.841,144.9386,Southern Metropolitan,8648,575000
2750,Glen Iris,43 Pascoe St,3,h,S,hockingstuart,4/03/2017,9.2,3146,3,1,2,627,,,Boroondara,-37.8599,145.0898,Southern Metropolitan,10412,1780000
630,Balwyn North,5 Lemon Rd,5,h,SP,Jellis,12/11/2016,9.2,3104,5,2,1,1138,,,Boroondara,-37.7928,145.1006,Southern Metropolitan,7809,2070000
11765,Pascoe Vale,1A Braeside St,2,t,PI,Nelson,22/07/2017,8.5,3044,2,1,1,129,88.3,2012,Moreland,-37.71865,144.95018,Northern Metropolitan,7485,510000
594,Balwyn North,13 Riverview Rd,4,h,PI,RW,3/12/2016,9.2,3104,4,2,2,750,214,1950,Boroondara,-37.7906,145.0788,Southern Metropolitan,7809,2205000
8571,Altona,13 Linnet St,4,h,S,Greg,29/04/2017,13.8,3018,3,1,2,725,,,Hobsons Bay,-37.8678,144.816,Western Metropolitan,5301,1295000
469,Avondale Heights,8 Moffat St,3,h,S,HAR,23/04/2016,10.5,3034,3,1,2,588,,,Moonee Valley,-37.771,144.8586,Western Metropolitan,4502,695000
4522,Oak Park,4 Ridge Rd,4,h,S,Stockdale,10/12/2016,11.5,3046,4,2,1,589,,,Moreland,-37.7151,144.9157,Northern Metropolitan,2651,800000
3345,Hughesdale,37 Darling St,3,h,S,Ray,22/08/2016,13,3166,3,1,2,730,122,1940,Monash,-37.9034,145.0796,Southern Metropolitan,3145,1210000
5250,Reservoir,4/77 Pine St,2,u,S,Barry,28/08/2016,11.2,3073,2,1,1,152,,,Darebin,-37.7173,144.9976,Northern Metropolitan,21650,430000
4881,Preston,376 Plenty Rd,3,h,SP,Barry,3/09/2016,8.8,3072,3,1,2,518,,,Darebin,-37.7418,145.0095,Northern Metropolitan,14577,930000
8410,Sunshine,27 Parsons St,3,h,S,Douglas,6/05/2017,12.6,3020,3,1,1,725,,,Brimbank,-37.7918,144.8419,Western Metropolitan,3755,950000
1190,Brighton East,13 Hornby St,4,h,S,Hodges,10/09/2016,10.7,3187,5,2,2,999,274,1972,Bayside,-37.9135,145.0189,Southern Metropolitan,6938,2840000
207,Altona North,1/156 Chambers Rd,3,h,SP,Hunter,22/08/2016,11.1,3025,5,2,2,276,100,2010,Hobsons Bay,-37.8262,144.8443,Western Metropolitan,5132,620000
4421,Northcote,109 Victoria Rd,3,h,S,Nelson,11/02/2017,5.5,3070,3,2,1,379,,,Darebin,-37.7741,145.0109,Northern Metropolitan,11364,1300000
4240,Newport,1 Durkin St,2,h,S,RT,16/04/2016,8.4,3015,2,2,1,213,127,2006,Hobsons Bay,-37.8441,144.8805,Western Metropolitan,5498,740000
6829,Carlton,268 Faraday St,1,u,S,Woodards,13/08/2016,1.8,3053,1,1,1,0,,,Melbourne,-37.7982,144.9651,Northern Metropolitan,6786,435000
1683,Carlton North,122 Amess St,3,h,S,Nelson,14/05/2016,3.2,3054,2,2,1,190,,,Yarra,-37.7847,144.9741,Northern Metropolitan,3106,2210000
12604,Seaford,6 Manyung Ct,3,h,S,hockingstuart,9/09/2017,35.4,3198,3,1,1,591,130,1963,,-38.09864,145.13129,South-Eastern Metropolitan,8077,770000
9614,Langwarrin,6/30 Warrenwood Pl,2,u,SP,Mindacom,17/06/2017,41,3910,2,1,1,196,,2012,Frankston,-38.16439,145.1978,Eastern Victoria,8743,400000
7096,Kingsbury,33 Clunes St,2,h,S,ASL,30/07/2016,12.4,3083,2,1,1,770,,1950,Darebin,-37.7159,145.0389,Northern Metropolitan,1414,705500
8155,Niddrie,1/79 Coghlan St,3,t,PI,Barry,29/04/2017,11.2,3042,3,2,2,202,151,2015,Moonee Valley,-37.7418,144.8833,Western Metropolitan,2291,800000
8744,Brighton,20 Byron St,3,h,S,RT,1/07/2017,10.5,3186,3,2,2,645,219,1910,Bayside,-37.90876,145.00743,Southern Metropolitan,10579,2650000
11018,Fawkner,50 Major Rd,1,h,S,hockingstuart,12/08/2017,13.1,3060,1,1,0,173,,,Moreland,-37.70745,144.97046,Northern Metropolitan,5070,515000
8741,Berwick,96 Avebury Dr,4,h,SP,C21,1/07/2017,35.2,3806,4,2,2,687,,,Casey,-38.02434,145.33117,Eastern Victoria,17093,627500
13437,Gowanbrae,24 Duranta Dr,4,t,S,Nelson,26/08/2017,12.9,3043,4,3,2,170,215,2017,,-37.70128,144.90187,Western Metropolitan,1071,655000
5276,Richmond,45 Lord St,2,h,S,Biggin,4/03/2017,2.6,3121,2,2,3,114,,,Yarra,-37.8212,145.005,Northern Metropolitan,14949,1130000
4000,Melbourne,303/166 Flinders St,1,u,S,Harcourts,22/08/2016,2.8,3000,1,1,1,0,65,1920,Melbourne,-37.8168,144.9691,Northern Metropolitan,17496,440000
65,Airport West,144 Marshall Rd,3,h,S,Rendina,18/03/2017,13.5,3042,3,2,2,422,126,1995,Moonee Valley,-37.7164,144.8792,Western Metropolitan,3464,715000
12819,Prahran,73 Pridham St,3,h,PI,Jellis,16/09/2017,4.6,3181,3,2,,111,,1890,,-37.85169,145.00557,Southern Metropolitan,7717,1610000
9564,Gowanbrae,82 Gowanbrae Dr,4,h,S,Nelson,17/06/2017,12.9,3043,4,2,4,474,210,2000,Moreland,-37.70626,144.89551,Western Metropolitan,1071,945000
5728,Southbank,308/18 Kavanagh St,1,u,S,Greg,11/02/2017,1.2,3006,1,1,0,760,70,2007,Melbourne,-37.8228,144.9661,Southern Metropolitan,8400,455000
3072,Hampton,1/3 Littlewood St,2,u,S,Marshall,19/11/2016,13.7,3188,2,1,1,266,,1970,Bayside,-37.9344,145.004,Southern Metropolitan,5454,898000
3941,Maribyrnong,20/9 Fabian Ct,2,t,S,Trimson,18/03/2017,8.7,3032,2,1,1,83,88,1980,Maribyrnong,-37.7732,144.8927,Western Metropolitan,4918,429000
8509,Williamstown,8 Princes St,3,h,SP,Jas,8/04/2017,8,3016,3,1,0,308,120,1900,Hobsons Bay,-37.8526,144.895,Western Metropolitan,6380,1150000
8255,Prahran,26/670 Malvern Rd,2,u,S,Jellis,29/04/2017,4.5,3181,2,1,1,0,,,Stonnington,-37.849,145.0088,Southern Metropolitan,7717,888000
12569,Newport,26 Mirls St,4,h,S,Sweeney,9/09/2017,6.2,3015,4,2,2,409,181,1910,,-37.84445,144.87966,Western Metropolitan,5498,1567000
12334,Hoppers Crossing,30 Strang St,4,h,PI,Barry,3/09/2017,18.4,3029,4,1,2,570,,,,-37.87552,144.69648,Western Metropolitan,13830,555000
9851,Croydon,62 Croydon Rd,3,h,S,McGrath,24/06/2017,23,3136,3,1,2,973,,,Maroondah,-37.78964,145.2829,Eastern Metropolitan,11925,985500
11900,Blackburn South,12/5 Travellyn Ct,2,u,S,Ray,29/07/2017,13.4,3130,2,1,1,3316,85,1970,Whitehorse,-37.8321,145.14444,Eastern Metropolitan,4387,615000
6815,Burnley,148 Stawell St,2,h,S,Jellis,24/09/2016,3.5,3121,2,1,1,149,77,1900,Yarra,-37.8287,145.0089,Northern Metropolitan,438,1202500
2165,Doncaster,6 Santiago St,5,h,PI,Barry,18/06/2016,13.9,3108,4,2,2,659,,,Manningham,-37.7903,145.1107,Eastern Metropolitan,9028,1510000
10908,Bentleigh,15A Windsor Av,4,t,S,Buxton,12/08/2017,11.4,3204,4,3,2,429,262,2013,Glen Eira,-37.91582,145.048,Southern Metropolitan,6795,1750000
13043,Reservoir,20 Barton St,3,h,S,Barry,19/08/2017,12,3073,3,1,2,653,120,1950,,-37.71142,145.00377,Northern Metropolitan,21650,876000
3965,Maribyrnong,75 Edgewater Bvd,3,h,PI,Biggin,28/05/2016,8.7,3032,3,2,2,203,160,2006,Maribyrnong,-37.7853,144.8972,Western Metropolitan,4918,820000
3944,Maribyrnong,23/4 Wests Rd,3,h,SP,Raine,18/03/2017,8.7,3032,3,2,2,4977,95,2005,Maribyrnong,-37.7737,144.8816,Western Metropolitan,4918,456000
7971,Heidelberg,74 Brown St,3,h,S,Darren,8/04/2017,10.6,3084,3,2,0,600,,,Banyule,-37.7523,145.0676,Eastern Metropolitan,2890,1340000
4902,Preston,91 Bruce St,3,h,S,hockingstuart,7/11/2016,8.8,3072,3,1,2,566,143,1910,Darebin,-37.7418,144.9934,Northern Metropolitan,14577,1150000
11078,Hoppers Crossing,182 Morris Rd,3,h,S,hockingstuart,12/08/2017,18.4,3029,3,1,1,537,,,Wyndham,-37.86833,144.7035,Western Metropolitan,13830,516000
4733,Port Melbourne,143 Pickles St,3,h,S,Greg,8/10/2016,3.8,3207,2,2,1,190,,1900,Port Phillip,-37.8393,144.947,Southern Metropolitan,8648,1916000
4078,Moonee Ponds,36 Primrose St,3,h,S,McDonald,10/12/2016,6.9,3039,3,1,1,395,,,Moonee Valley,-37.7593,144.9276,Western Metropolitan,6232,1065000
11974,Doreen,13 Sandover St,4,h,S,Barry,29/07/2017,25.9,3754,4,2,2,411,,,Whittlesea,-37.6038,145.10958,Northern Victoria,7254,531000
4764,Port Melbourne,103/2 Pier St,2,u,S,Marshall,18/06/2016,3.8,3207,2,2,1,0,,,Port Phillip,-37.84,144.9275,Southern Metropolitan,8648,1405000
8309,Reservoir,1/80 Delaware St,2,t,S,Ray,20/05/2017,11.2,3073,2,1,1,202,,,Darebin,-37.7199,145.0091,Northern Metropolitan,21650,615000
1611,Camberwell,68 Bowen St,3,h,S,Jellis,25/02/2017,7.8,3124,3,2,4,877,146,1960,Boroondara,-37.8437,145.0623,Southern Metropolitan,8920,3400000
13503,Mount Waverley,17 Huntingtower Cr,6,h,S,Jellis,26/08/2017,14.2,3149,6,2,2,554,368,1999,,-37.87591,145.13958,Eastern Metropolitan,13366,1840000
2191,Doncaster,394 Manningham Rd,3,h,S,Barry,27/11/2016,13.9,3108,3,2,2,649,150,1965,Manningham,-37.7794,145.1224,Eastern Metropolitan,9028,1202000
10438,North Melbourne,357 Flemington Rd,3,h,PI,J,27/05/2017,1.8,3051,3,1,1,170,147,1990,Melbourne,-37.79074,144.94324,Northern Metropolitan,6821,1285000
8089,Mont Albert,1/389 Mont Albert Rd,2,u,SP,Ham,20/05/2017,11.8,3127,2,1,1,0,,1960,Whitehorse,-37.8212,145.1064,Eastern Metropolitan,2079,442500
9354,Thornbury,3 Gooch St,2,h,PI,Love,3/06/2017,7,3071,2,1,0,245,,,Darebin,-37.75789,145.00136,Northern Metropolitan,8870,1010000
4746,Port Melbourne,8 Garton St,2,h,S,Scott,12/11/2016,3.8,3207,2,1,0,105,70,1910,Port Phillip,-37.8338,144.9474,Southern Metropolitan,8648,1080000
7806,Essendon,34 Lincoln Rd,3,h,SP,McDonald,13/05/2017,8,3040,3,1,1,578,,,Moonee Valley,-37.7526,144.9089,Western Metropolitan,9264,1400000
11463,Northcote,73 Westbourne Gr,3,h,VB,Nelson,15/07/2017,5.3,3070,3,2,2,422,,,Darebin,-37.77348,144.99206,Northern Metropolitan,11364,1550000
6383,Toorak,11/38 Grange Rd,3,u,S,hockingstuart,18/03/2017,4.6,3142,3,1,1,57,107,1960,Stonnington,-37.8371,145.012,Southern Metropolitan,7217,950000
4824,Prahran,37 Wrights Tce,3,h,S,Jellis,8/10/2016,4.5,3181,2,2,1,210,,,Stonnington,-37.851,145.0051,Southern Metropolitan,7717,1730000
11744,Moonee Ponds,16/122 Maribyrnong Rd,1,u,S,Brad,22/07/2017,6.2,3039,1,1,1,0,55,2015,Moonee Valley,-37.77149,144.91552,Western Metropolitan,6232,362000
6790,Brunswick East,7/72 Victoria St,2,u,PI,Peter,18/03/2017,4.5,3057,2,1,1,0,,1970,Moreland,-37.7689,144.978,Northern Metropolitan,5533,390000
3837,Malvern East,2083 Malvern Rd,3,h,S,Buxton,6/08/2016,11.2,3145,3,2,2,331,,,Stonnington,-37.877,145.067,Southern Metropolitan,8801,1105000
