PassengerId,Age,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_M,Cabin_T,Embarked_C,Embarked_Q,Embarked_S,Family,Family_cut_Alone,Family_cut_Large,Family_cut_Samll,Fare,Parch,Pclass,Sex_female,Sex_male,SibSp,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Other
408,3.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.18604913034439746,1,2,0,1,1,1,0,0,0,0
409,21.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2892730926477721,0,3,0,1,0,0,0,1,0,0
410,21.5,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0.4769463308156052,1,3,1,0,3,0,1,0,0,0
411,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2840412999792114,0,3,0,1,0,0,0,1,0,0
412,25.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.32897494976093133,0,3,0,1,0,0,0,1,0,0
413,33.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,3.27185399487215,0,1,1,0,1,0,1,0,0,0
414,30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.6260047813734322,0,2,0,1,0,0,0,1,0,0
415,44.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2827766613540295,0,3,0,1,0,0,0,1,0,0
416,21.5,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,1,0,0,0,0,0,1,0
417,34.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.7815553322708059,1,2,1,0,1,0,0,0,1,0
418,18.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,-0.06298073591573695,2,2,1,0,0,0,1,0,0,0
419,30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.06298073591573695,0,2,0,1,0,0,0,1,0,0
420,10.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.41992065691913233,2,3,1,0,0,0,1,0,0,0
421,25.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.2840412999792114,0,3,0,1,0,0,0,1,0,0
422,21.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29107910054743263,0,3,0,1,0,0,0,1,0,0
423,29.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2849421384519437,0,3,0,1,0,0,0,1,0,0
424,28.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,-0.002347377174138998,1,3,1,0,1,0,0,0,1,0
425,18.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.24938933545838812,1,3,0,1,1,0,0,1,0,0
426,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.3120106021758714,0,3,0,1,0,0,0,1,0,0
427,28.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.5000433095419583,0,2,1,0,1,0,0,0,1,0
428,19.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5000433095419583,0,2,1,0,0,0,1,0,0,0
429,25.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29035583119672925,0,3,0,1,0,0,0,1,0,0
430,32.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
431,28.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.5238635576190146,0,1,0,1,0,0,0,1,0,0
432,21.5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.07127884415494427,0,3,1,0,1,0,0,0,1,0
433,42.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.5000433095419583,0,2,1,0,1,0,0,0,1,0
434,17.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.31742429492065694,0,3,0,1,0,0,0,1,0,0
435,50.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1.7949986140946572,0,1,0,1,1,0,0,1,0,0
436,14.0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,4.571140253620677,2,1,1,0,1,0,1,0,0,0
437,21.0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0.8627607234425888,2,3,1,0,2,0,1,0,0,0
438,24.0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0.18604913034439746,3,2,1,0,2,0,0,0,1,0
439,64.0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,1,0,10.764404753655324,4,1,0,1,1,0,0,1,0,0
440,31.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.1712545908114476,0,2,0,1,0,0,0,1,0,0
441,45.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.5108706950315294,1,2,1,0,1,0,0,0,1,0
442,20.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.21456413276973182,0,3,0,1,0,0,0,1,0,0
443,25.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,-0.2892730926477721,0,3,0,1,1,0,0,1,0,0
444,28.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.06298073591573695,0,2,1,0,0,0,0,0,0,1
445,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2746561222368512,0,3,0,1,0,0,0,1,0,0
446,4.0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2.919240697110387,2,1,0,1,0,1,0,0,0,0
447,13.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.21853128681311065,1,2,1,0,0,0,1,0,0,0
448,34.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5238635576190146,0,1,0,1,0,0,0,1,0,0
449,5.0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,0.20806337052179327,1,3,1,0,2,0,1,0,0,0
450,52.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6949362483542374,0,1,0,1,0,0,0,0,0,1
451,36.0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0.5758350079689557,2,2,0,1,1,0,0,1,0,0
452,25.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.2387438500450419,0,3,0,1,1,0,0,1,0,0
453,30.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5758350079689557,0,1,0,1,0,0,0,1,0,0
454,49.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,3.2330573071859194,0,1,0,1,1,0,0,1,0,0
455,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
456,29.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.2840412999792114,0,3,0,1,0,0,0,1,0,0
457,65.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.5238635576190146,0,1,0,1,0,0,0,1,0,0
458,35.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1.6201363384380845,0,1,1,0,1,0,0,0,1,0
459,50.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.1712545908114476,0,2,1,0,0,0,1,0,0,0
460,25.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29035583119672925,0,3,0,1,0,0,0,1,0,0
461,48.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.5238635576190146,0,1,0,1,0,0,0,1,0,0
462,34.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
463,47.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1.0414125840205113,0,1,0,1,0,0,0,1,0,0
464,48.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.06298073591573695,0,2,0,1,0,0,0,1,0,0
465,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
466,38.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.32067251056752827,0,3,0,1,0,0,0,1,0,0
467,30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.6260047813734322,0,2,0,1,0,0,0,1,0,0
468,56.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5238635576190146,0,1,0,1,0,0,0,1,0,0
469,25.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.2914385697456864,0,3,0,1,0,0,0,1,0,0
470,0.75,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,0.20806337052179327,1,3,1,0,2,0,1,0,0,0
471,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.3120106021758714,0,3,0,1,0,0,0,1,0,0
472,38.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2508358741597949,0,3,0,1,0,0,0,1,0,0
473,33.0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0.5758350079689557,2,2,1,0,1,0,0,0,1,0
474,23.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-0.028692571547363297,0,2,1,0,0,0,0,0,1,0
475,22.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.19994716235881088,0,3,1,0,0,0,1,0,0,0
476,40.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.6260914004573488,0,1,0,1,0,0,0,1,0,0
477,34.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.283495599750537,0,2,0,1,1,0,0,1,0,0
478,29.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,-0.32085441064375303,0,3,0,1,1,0,0,1,0,0
479,22.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.300282378213568,0,3,0,1,0,0,0,1,0,0
480,2.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,-0.09383878456101451,1,3,1,0,0,0,1,0,0,0
481,9.0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,1,0,1.405212736470099,2,3,0,1,5,1,0,0,0,0
482,30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.6260047813734322,0,2,0,1,0,0,0,1,0,0
483,50.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
484,63.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.21077454784838193,0,3,1,0,0,0,0,0,1,0
485,25.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3.3185936525535307,0,1,0,1,1,0,0,1,0,0
486,21.5,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0.4769463308156052,1,3,1,0,3,0,1,0,0,0
487,35.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,3.27185399487215,0,1,1,0,1,0,0,0,1,0
488,58.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6602886147876099,0,1,0,1,0,0,0,1,0,0
489,30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
490,9.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.06261693576328738,1,3,0,1,1,1,0,0,0,0
491,25.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.2387438500450419,0,3,0,1,1,0,0,1,0,0
492,21.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.3120106021758714,0,3,0,1,0,0,0,1,0,0
493,55.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6949362483542374,0,1,0,1,0,0,0,1,0,0
494,71.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1.5179994456378627,0,1,0,1,0,0,0,1,0,0
495,21.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
496,25.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.00017756912202893625,0,3,0,1,0,0,0,1,0,0
497,54.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2.7636901462130137,0,1,1,0,1,0,1,0,0,0
498,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.027969302196659943,0,3,0,1,0,0,0,1,0,0
499,25.0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,5.937556302404546,2,1,1,0,1,0,0,0,1,0
500,24.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.28837225417503987,0,3,0,1,0,0,0,1,0,0
501,17.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2508358741597949,0,3,0,1,0,0,0,1,0,0
502,21.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29035583119672925,0,3,1,0,0,0,1,0,0,0
503,21.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29558762386529,0,3,1,0,0,0,1,0,0,0
504,37.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.21077454784838193,0,3,1,0,0,0,1,0,0,0
505,16.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.120270598018155,0,1,1,0,0,0,1,0,0,0
506,18.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,4.090404337883722,0,1,0,1,1,0,0,1,0,0
507,33.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.5000433095419583,2,2,1,0,0,0,0,0,1,0
508,40.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5238635576190146,0,1,0,1,0,0,0,1,0,0
509,28.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.34954265123692047,0,3,0,1,0,0,0,1,0,0
510,26.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1.8208024391934032,0,3,0,1,0,0,0,1,0,0
511,29.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29035583119672925,0,3,0,1,0,0,0,1,0,0
512,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
513,36.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.5124948028549651,0,1,0,1,0,0,0,1,0,0
514,54.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1.946582010948652,0,1,1,0,1,0,0,0,1,0
515,24.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.30136511676252514,0,3,0,1,0,0,0,1,0,0
516,47.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.8474204836809646,0,1,0,1,0,0,0,1,0,0
517,34.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.1712545908114476,0,2,1,0,0,0,0,0,1,0
518,25.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.41992065691913233,0,3,0,1,0,0,0,1,0,0
519,36.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.5000433095419583,0,2,1,0,1,0,0,0,1,0
520,32.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2840412999792114,0,3,0,1,0,0,0,1,0,0
521,30.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.423437391726145,0,1,1,0,0,0,1,0,0,0
522,22.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2840412999792114,0,3,0,1,0,0,0,1,0,0
523,25.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.31309334072482853,0,3,0,1,0,0,0,1,0,0
524,44.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.8850478137343218,1,1,1,0,0,0,0,0,1,0
525,25.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.3129114406486037,0,3,0,1,0,0,0,1,0,0
526,40.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29035583119672925,0,3,0,1,0,0,0,1,0,0
527,50.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.1712545908114476,0,2,1,0,0,0,1,0,0,0
528,40.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,8.97915078650128,0,1,0,1,0,0,0,1,0,0
529,39.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2827766613540295,0,3,0,1,0,0,0,1,0,0
530,23.0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,-0.12794504885316332,1,2,0,1,2,0,0,1,0,0
531,2.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.5000433095419583,1,2,1,0,1,0,1,0,0,0
532,25.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.3129114406486037,0,3,0,1,0,0,0,1,0,0
533,17.0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,-0.3129114406486037,1,3,0,1,1,0,0,1,0,0
534,21.5,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0.34232295059247453,2,3,1,0,0,0,0,0,1,0
535,30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2508358741597949,0,3,1,0,0,0,1,0,0,0
536,7.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.5108706950315294,2,2,1,0,0,0,1,0,0,0
537,45.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.5238635576190146,0,1,0,1,0,0,0,0,0,1
538,30.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3.983213221536969,0,1,1,0,0,0,1,0,0,0
539,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.001983577021689412,0,3,0,1,0,0,0,1,0,0
540,22.0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1.517817545561638,2,1,1,0,0,0,1,0,0,0
541,36.0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2.4489726976647495,2,1,1,0,0,0,1,0,0,0
542,9.0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,1,0,0.7285011433719076,2,3,1,0,4,0,1,0,0,0
543,11.0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,1,0,0.7285011433719076,2,3,1,0,4,0,1,0,0,0
544,32.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.5000433095419583,0,2,0,1,1,0,0,1,0,0
545,50.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,3.983213221536969,0,1,0,1,1,0,0,1,0,0
546,64.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5000433095419583,0,1,0,1,0,0,0,1,0,0
547,19.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.5000433095419583,0,2,1,0,1,0,0,0,1,0
548,30.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.025626255976716767,0,2,0,1,0,0,0,1,0,0
549,33.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.26292356732035194,1,3,0,1,1,0,0,1,0,0
550,8.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.9656208855935139,1,2,0,1,1,1,0,0,0,0
551,17.0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,4.1763001524495875,2,1,0,1,0,0,0,1,0,0
552,27.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5000433095419583,0,2,0,1,0,0,0,1,0,0
553,25.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.28692571547363316,0,3,0,1,0,0,0,1,0,0
554,22.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.31309334072482853,0,3,0,1,0,0,0,1,0,0
555,22.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2892730926477721,0,3,1,0,0,0,1,0,0,0
556,62.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5238635576190146,0,1,0,1,0,0,0,1,0,0
557,48.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.089053080174624,0,1,1,0,1,0,0,0,0,1
558,40.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,9.227998752685192,0,1,0,1,0,0,0,1,0,0
559,39.0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,2.8236002356039083,1,1,1,0,1,0,0,0,1,0
560,36.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.12758124870071366,0,3,1,0,1,0,0,0,1,0
561,25.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29035583119672925,0,3,0,1,0,0,0,1,0,0
562,40.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2840412999792114,0,3,0,1,0,0,0,1,0,0
563,28.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.041325964936594836,0,2,0,1,0,0,0,1,0,0
564,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
565,21.5,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,1,0,0,0,1,0,0,0
566,24.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.41992065691913233,0,3,0,1,2,0,0,1,0,0
567,19.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2840412999792114,0,3,0,1,0,0,0,1,0,0
568,29.0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0.2867438153974083,4,3,1,0,0,0,0,0,1,0
569,25.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.3129114406486037,0,3,0,1,0,0,0,1,0,0
570,32.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2858429769246761,0,3,0,1,0,0,0,1,0,0
571,62.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.1712545908114476,0,2,0,1,0,0,0,1,0,0
572,53.0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1.6035357910054742,0,1,1,0,2,0,0,0,1,0
573,36.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.5168257570507934,0,1,0,1,0,0,0,1,0,0
574,21.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29035583119672925,0,3,1,0,0,0,1,0,0,0
575,16.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
576,19.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.001983577021689412,0,3,0,1,0,0,0,1,0,0
577,34.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.06298073591573695,0,2,1,0,0,0,1,0,0,0
578,39.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1.7949986140946572,0,1,1,0,1,0,0,0,1,0
579,21.5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0.00017756912202893625,0,3,1,0,1,0,0,0,1,0
580,32.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2827766613540295,0,3,0,1,0,0,0,1,0,0
581,25.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.6732814773750952,1,2,1,0,1,0,1,0,0,0
582,39.0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,4.1763001524495875,1,1,1,0,1,0,0,0,1,0
583,54.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5000433095419583,0,2,0,1,0,0,0,1,0,0
584,36.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.1117905897027232,0,1,0,1,0,0,0,1,0,0
585,25.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.24867039706188065,0,3,0,1,0,0,0,1,0,0
586,18.0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,2.8236002356039083,2,1,1,0,0,0,1,0,0,0
587,47.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.023638348000831536,0,2,0,1,0,0,0,1,0,0
588,60.0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,2.8041109417226804,1,1,0,1,1,0,0,1,0,0
589,22.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
590,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
591,35.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.31742429492065694,0,3,0,1,0,0,0,1,0,0
592,52.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2.7636901462130137,0,1,1,0,1,0,0,0,1,0
593,47.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.3120106021758714,0,3,0,1,0,0,0,1,0,0
594,21.5,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,-0.29035583119672925,2,3,1,0,0,0,1,0,0,0
595,37.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.5000433095419583,0,2,0,1,1,0,0,1,0,0
596,36.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.41992065691913233,1,3,0,1,1,0,0,1,0,0
597,28.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.803210103249948,0,2,1,0,0,0,1,0,0,0
598,49.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.6260047813734322,0,3,0,1,0,0,0,1,0,0
599,25.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.31309334072482853,0,3,0,1,0,0,0,1,0,0
600,49.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.8395727946781235,0,1,0,1,1,0,0,0,0,1
601,24.0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0.5433528515002425,1,2,1,0,2,0,0,0,1,0
602,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2840412999792114,0,3,0,1,0,0,0,1,0,0
603,40.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1.21031979765782,0,1,0,1,0,0,0,1,0,0
604,44.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
605,35.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.5238635576190146,0,1,0,1,0,0,0,1,0,0
606,36.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.0474585960778879,0,3,0,1,1,0,0,1,0,0
607,30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2840412999792114,0,3,0,1,0,0,0,1,0,0
608,27.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.6949362483542374,0,1,0,1,0,0,0,1,0,0
609,22.0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,1.1747713256184602,2,2,1,0,1,0,0,0,1,0
610,40.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.020385801399765,0,1,1,0,0,0,1,0,0,0
611,39.0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,1,0,0.7285011433719076,5,3,1,0,1,0,0,0,1,0
612,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.32067251056752827,0,3,0,1,0,0,0,1,0,0
